@relation 'keystroke_strong_all'

@attribute holdtime1 numeric
@attribute holdtime2 numeric
@attribute holdtime3 numeric
@attribute holdtime4 numeric
@attribute holdtime5 numeric
@attribute holdtime6 numeric
@attribute holdtime7 numeric
@attribute holdtime8 numeric
@attribute holdtime9 numeric
@attribute holdtime10 numeric
@attribute holdtime11 numeric
@attribute holdtime12 numeric
@attribute holdtime13 numeric
@attribute downdown1 numeric
@attribute downdown2 numeric
@attribute downdown3 numeric
@attribute downdown4 numeric
@attribute downdown5 numeric
@attribute downdown6 numeric
@attribute downdown7 numeric
@attribute downdown8 numeric
@attribute downdown9 numeric
@attribute downdown10 numeric
@attribute downdown11 numeric
@attribute downdown12 numeric
@attribute updown1 numeric
@attribute updown2 numeric
@attribute updown3 numeric
@attribute updown4 numeric
@attribute updown5 numeric
@attribute updown6 numeric
@attribute updown7 numeric
@attribute updown8 numeric
@attribute updown9 numeric
@attribute updown10 numeric
@attribute updown11 numeric
@attribute updown12 numeric
@attribute pressure1 numeric
@attribute pressure2 numeric
@attribute pressure3 numeric
@attribute pressure4 numeric
@attribute pressure5 numeric
@attribute pressure6 numeric
@attribute pressure7 numeric
@attribute pressure8 numeric
@attribute pressure9 numeric
@attribute pressure10 numeric
@attribute pressure11 numeric
@attribute pressure12 numeric
@attribute pressure13 numeric
@attribute fingerarea1 numeric
@attribute fingerarea2 numeric
@attribute fingerarea3 numeric
@attribute fingerarea4 numeric
@attribute fingerarea5 numeric
@attribute fingerarea6 numeric
@attribute fingerarea7 numeric
@attribute fingerarea8 numeric
@attribute fingerarea9 numeric
@attribute fingerarea10 numeric
@attribute fingerarea11 numeric
@attribute fingerarea12 numeric
@attribute fingerarea13 numeric
@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute meanxaccelaration numeric
@attribute meanyaccelaration numeric
@attribute meanzaccelaration numeric
@attribute velocity numeric
@attribute totaltime numeric
@attribute totaldistance numeric
@attribute user_id {100,101,102,103,104,105,200,201,202,203,300,301,302,303,400,401,402,403,404,500,501,502,503,600,601,602,603,604,605,700,701,702,800,801,802,900,1000,1001,1002,1003,1004,1100,1101,1103,1104,1105,1200,1201,1203,1204,1300,1301,1302,1303}

@data
103,98,88,97,110,92,126,132,60,91,136,162,101,320,132,224,456,634,454,757,591,579,690,150,299,217,34,136,359,524,362,631,459,519,599,14,137,0.3024,0.192,0.4272,0.1152,0.1104,0.2112,0.1104,0.0816,0.0336,0.168,0.2016,0.3024,0.1008,0.774194,0.483871,0.870968,0.225806,0.258065,0.516129,0.193548,0.193548,0.193548,0.354839,0.483871,0.645161,0.290323,107.384615,0.181292,0.421836,-1.002204,3.404889,9.111169,1.087826,5387,380.464963,1204
101,95,74,80,86,69,76,57,119,82,139,89,51,396,148,296,515,671,301,628,406,231,411,233,260,295,53,222,435,585,232,552,349,112,329,94,171,0.0912,0.264,0.12,0.0192,0.0912,0.1488,0.2448,0.1344,0.2688,0.0864,0.096,0.288,0.2304,0.290323,0.774194,0.193548,0.193548,0.258065,0.387097,0.580645,0.387097,0.774194,0.225806,0.193548,0.709677,0.483871,86,0.160246,0.419355,-0.518022,-2.605513,9.43777,1.094864,4547,371.991305,1204
85,84,87,112,105,146,110,88,102,102,106,96,86,448,152,266,514,548,542,392,622,187,367,316,245,363,68,179,402,443,396,282,534,85,265,210,149,0.144,0.3024,0.2016,0.072,0.3024,0.2256,0.3024,0.2064,0.168,0.1584,0.0864,0.1392,0.2784,0.290323,0.967742,0.419355,0.193548,0.677419,0.516129,0.580645,0.516129,0.419355,0.258065,0.129032,0.354839,0.709677,100.692308,0.199015,0.46402,-0.148832,3.654496,9.07026,1.057228,4685,362.454425,1204
97,125,112,113,143,102,140,119,121,103,117,97,87,339,140,526,444,603,405,404,511,199,382,267,224,242,15,414,331,460,303,264,392,78,279,150,127,0.2016,0.1728,0.2784,0.12,0.1152,0.1536,0.1296,0.1152,0.3024,0.2256,0.0864,0.144,0.096,0.387097,0.354839,0.451613,0.290323,0.354839,0.354839,0.290323,0.322581,0.903226,0.451613,0.225806,0.322581,0.258065,113.538462,0.164677,0.382134,-0.155922,3.289345,9.210033,1.05231,4531,384.864083,1204
78,117,94,133,132,93,54,83,80,85,93,81,98,272,131,193,604,595,1996,495,596,447,517,565,209,194,14,99,471,463,1903,441,513,367,432,472,128,0.1248,0.1872,0.3504,0.1968,0.3024,0.2016,0.168,0.1776,0.2016,0.3024,0.2016,0.3024,0.1488,0.258065,0.483871,0.258065,0.516129,0.677419,0.451613,0.419355,0.322581,0.483871,0.677419,0.354839,0.774194,0.322581,93.923077,0.220431,0.461538,-1.193659,2.45926,9.291609,0.896834,6718,359.584091,1204
92,83,74,96,75,70,73,79,87,22,88,123,105,522,639,580,511,731,441,438,535,545,501,553,291,430,556,506,415,656,371,365,456,458,479,465,168,0.1008,0.1824,0.1344,0.1536,0.1632,0.1344,0.168,0.1728,0.3024,0.0912,0.1536,0.1344,0.0192,0.258065,0.516129,0.290323,0.290323,0.387097,0.290323,0.258065,0.387097,0.83871,0.258065,0.290323,0.225806,0.193548,82.076923,0.146954,0.344913,-1.503754,1.739871,9.529648,0.651355,6392,348.098338,1204
107,138,80,83,57,71,67,24,92,57,80,83,87,545,331,438,379,540,495,602,393,451,417,549,344,438,193,358,296,483,424,535,369,359,360,469,261,0.24,0.2112,0.1584,0.1536,0.1392,0.3024,0.264,0.0672,0.3024,0.1248,0.1776,0.1104,0.1104,0.645161,0.548387,0.387097,0.225806,0.225806,0.83871,0.645161,0.451613,0.774194,0.387097,0.290323,0.225806,0.290323,78.923077,0.181662,0.456576,-1.605646,1.880381,9.487519,0.754514,5571,366.213549,1204
78,117,76,93,71,61,76,77,101,100,118,58,54,435,308,531,455,589,540,524,439,565,504,587,352,357,191,455,362,518,479,448,362,464,404,469,294,0.2544,0.1872,0.1296,0.1392,0.1536,0.144,0.144,0.2832,0.3024,0.096,0.1632,0.1776,0.0192,0.677419,0.354839,0.258065,0.290323,0.322581,0.290323,0.258065,0.677419,0.709677,0.193548,0.290323,0.612903,0.193548,83.076923,0.168738,0.394541,-1.699147,1.954451,9.456233,0.703015,5883,358.437092,1204
84,100,83,97,65,61,80,88,77,65,60,118,86,393,326,495,432,627,493,1165,346,562,488,579,294,309,226,412,335,562,432,1085,258,485,423,519,176,0.1056,0.0192,0.1296,0.1536,0.1392,0.1248,0.3024,0.1536,0.1488,0.1008,0.1584,0.1296,0.0192,0.193548,0.193548,0.290323,0.322581,0.258065,0.258065,0.741935,0.258065,0.322581,0.258065,0.322581,0.258065,0.193548,81.846154,0.1296,0.297767,-1.852962,1.96168,9.422323,0.762539,6286,377.000572,1204
96,78,101,76,97,71,82,106,76,81,91,101,105,384,215,429,335,565,924,447,472,416,425,525,284,288,137,328,259,468,853,365,366,340,344,434,183,0.1104,0.2064,0.144,0.1776,0.1776,0.1488,0.1392,0.1776,0.168,0.1008,0.1776,0.1248,0.1008,0.193548,0.483871,0.225806,0.419355,0.322581,0.322581,0.387097,0.354839,0.354839,0.225806,0.290323,0.258065,0.225806,89.307692,0.150277,0.312655,-2.200755,2.363445,9.252231,0.835,5526,371.136069,1204
75,102,65,61,77,59,123,91,72,66,70,80,94,431,348,419,345,1031,625,607,431,453,443,522,287,356,246,354,284,954,566,484,340,381,377,452,207,0.1344,0.1584,0.1536,0.1536,0.1296,0.144,0.1248,0.1488,0.1584,0.3024,0.1632,0.144,0.0816,0.322581,0.258065,0.322581,0.322581,0.258065,0.258065,0.290323,0.258065,0.354839,0.774194,0.322581,0.258065,0.225806,79.615385,0.1536,0.325062,-2.586866,2.656344,9.076257,0.765313,6036,363.484362,1204
51,107,100,90,80,79,73,71,72,53,93,68,66,343,359,455,362,636,850,560,418,497,424,624,292,292,252,355,272,556,771,487,347,425,371,531,224,0.216,0.2736,0.1632,0.1632,0.1248,0.1296,0.1488,0.1296,0.1056,0.1248,0.1632,0.1344,0.0816,0.612903,0.709677,0.483871,0.387097,0.225806,0.258065,0.290323,0.225806,0.225806,0.322581,0.322581,0.225806,0.193548,77.153846,0.150646,0.344913,-2.874964,2.871833,8.923006,0.753098,5886,368.643225,1204
91,104,75,70,80,69,84,77,73,55,56,93,65,423,286,478,389,774,390,351,488,547,474,561,293,332,182,403,319,694,321,267,411,474,419,505,200,0.1056,0.1296,0.1872,0.3024,0.1392,0.1872,0.1536,0.144,0.1632,0.1392,0.144,0.1248,0.1056,0.258065,0.290323,0.258065,0.774194,0.258065,0.516129,0.258065,0.225806,0.419355,0.322581,0.290323,0.225806,0.193548,76.307692,0.155815,0.330025,-2.560852,2.305133,9.176883,0.750751,5519,359.634133,1204
93,124,113,123,97,69,72,117,133,64,121,113,56,291,158,177,651,781,504,477,534,933,245,220,224,198,34,64,528,684,435,405,417,800,181,99,111,0.1152,0.2352,0.2976,0.216,0.1056,0.3024,0.1248,0.1152,0.1536,0.1776,0.12,0.3264,0.12,0.290323,0.580645,0.354839,0.354839,0.258065,0.806452,0.258065,0.322581,0.387097,0.419355,0.258065,0.741935,0.258065,99.615385,0.185354,0.406948,-0.345617,3.742529,9.030215,1.118857,5251,370.498295,1204
111,113,129,89,119,75,115,120,118,124,131,110,77,283,130,218,629,682,560,465,596,192,302,285,218,172,17,89,540,563,485,350,476,74,178,154,108,0.2064,0.3024,0.4272,0.1632,0.3024,0.192,0.12,0.1104,0.1296,0.168,0.0912,0.1488,0.12,0.677419,0.903226,0.483871,0.290323,0.741935,0.354839,0.290323,0.290323,0.290323,0.354839,0.225806,0.322581,0.258065,110.076923,0.190892,0.421836,-0.205729,3.425573,9.168262,1.183828,4637,373.607266,1204
58,84,110,104,57,76,116,126,71,79,138,110,91,313,114,282,526,839,417,575,432,567,408,252,241,255,30,172,422,782,341,459,306,496,329,114,131,0.1344,0.2736,0.3456,0.1248,0.0576,0.3024,0.3024,0.1056,0.0432,0.3024,0.1008,0.1104,0.1248,0.387097,0.612903,0.354839,0.258065,0.16129,0.806452,0.645161,0.258065,0.258065,0.870968,0.193548,0.225806,0.354839,93.846154,0.179077,0.414392,0.050025,3.846285,8.988409,1.063192,5057,374.856773,1204
82,103,82,119,107,91,97,93,102,95,95,106,91,451,118,875,615,745,1216,736,724,194,537,177,223,369,15,793,496,638,1125,639,631,92,442,82,117,0.1968,0.3024,0.3696,0.144,0.1248,0.2448,0.1536,0.1632,0.1728,0.1536,0.1104,0.192,0.1104,0.387097,0.935484,0.451613,0.258065,0.258065,0.548387,0.387097,0.483871,0.354839,0.354839,0.225806,0.419355,0.290323,97.153846,0.187569,0.411911,-0.467295,3.580333,9.076948,0.999555,6702,388.502184,1204
141,117,111,137,107,79,110,112,148,111,116,122,103,575,189,338,5724,691,580,501,593,327,634,415,235,434,72,227,5587,584,501,391,481,179,523,299,113,0.1392,0.2304,0.2112,0.3024,0.2496,0.1728,0.1104,0.216,0.2352,0.12,0.1152,0.3024,0.144,0.258065,0.548387,0.322581,0.903226,0.516129,0.290323,0.193548,0.612903,0.806452,0.290323,0.16129,0.806452,0.354839,116.461538,0.196062,0.466501,0.13975,3.662392,9.037444,0.785781,10905,374.07323,1204
106,125,92,103,70,100,118,114,119,124,160,137,92,370,182,326,604,704,617,512,617,256,473,246,217,264,57,234,501,634,517,394,503,137,349,86,80,0.1536,0.2544,0.2928,0.1968,0.1968,0.1296,0.3024,0.2112,0.1488,0.1584,0.1008,0.1392,0.1488,0.451613,0.483871,0.387097,0.483871,0.483871,0.354839,0.709677,0.483871,0.387097,0.354839,0.225806,0.322581,0.322581,112.307692,0.1872,0.419355,-0.345456,3.65895,9.054917,0.962206,5216,360.556457,1204
91,112,120,116,62,46,90,123,130,134,115,96,106,370,182,636,526,699,430,419,651,200,250,231,211,279,70,516,410,637,384,329,528,70,116,116,115,0.3024,0.168,0.2208,0.1056,0.0816,0.1632,0.1152,0.2064,0.1392,0.1776,0.1008,0.1248,0.3072,0.83871,0.387097,0.451613,0.258065,0.225806,0.387097,0.193548,0.483871,0.354839,0.354839,0.225806,0.225806,0.677419,103.153846,0.170215,0.389578,-0.76931,3.491644,9.057737,1.063524,4911,363.774622,1204
80,87,109,114,103,108,139,94,114,192,141,82,107,375,101,439,481,553,429,568,479,185,233,159,218,295,14,330,367,450,321,429,385,71,41,18,136,0.3024,0.3024,0.7152,0.192,0.3024,0.1584,0.2832,0.12,0.1728,0.2304,0.2304,0.4464,0.1152,0.709677,0.483871,0.483871,0.483871,0.580645,0.290323,0.483871,0.258065,0.322581,0.580645,0.387097,0.774194,0.645161,113.076923,0.274708,0.498759,-0.322883,1.818016,9.603949,1.318677,4327,379.334099,1204
73,134,81,89,99,124,110,100,152,101,118,121,84,406,150,299,554,569,591,484,550,208,217,175,220,333,16,218,465,470,467,374,450,56,116,57,99,0.1728,0.2112,0.4224,0.1104,0.0912,0.144,0.1104,0.0816,0.1344,0.3456,0.1296,0.1872,0.1248,0.322581,0.451613,0.483871,0.290323,0.193548,0.387097,0.225806,0.290323,0.290323,0.645161,0.290323,0.322581,0.354839,106.615385,0.174277,0.349876,-0.281549,1.547656,9.615321,1.193579,4507,361.386177,1204
113,103,114,63,93,66,151,122,135,119,105,123,117,392,117,358,683,617,419,470,564,197,409,274,244,279,14,244,620,524,353,319,442,62,290,169,121,0.1344,0.2208,0.5616,0.1104,0.1056,0.0192,0.3024,0.1152,0.144,0.1584,0.192,0.1344,0.0912,0.290323,0.354839,0.774194,0.225806,0.290323,0.193548,0.741935,0.258065,0.354839,0.290323,0.548387,0.290323,0.225806,109.538462,0.176123,0.372208,0.0669,1.166034,9.71826,1.05479,4861,369.537488,1204
138,65,123,121,94,71,80,95,101,148,102,103,84,477,159,583,555,611,435,390,630,336,543,207,294,339,94,460,434,517,364,310,535,235,395,105,191,0.1824,0.3024,0.312,0.1296,0.1392,0.12,0.1056,0.1872,0.2592,0.096,0.072,0.1344,0.1824,0.419355,0.903226,0.83871,0.225806,0.322581,0.354839,0.258065,0.612903,0.677419,0.290323,0.193548,0.290323,0.612903,101.923077,0.170954,0.461538,-0.300035,2.00298,9.576162,0.943588,5304,381.034198,1204
89,82,117,88,103,76,101,73,81,138,121,127,99,394,140,275,620,596,498,380,597,166,537,200,229,305,58,158,532,493,422,279,524,85,399,79,102,0.3024,0.144,0.1872,0.0912,0.1056,0.1248,0.1584,0.2064,0.1152,0.1392,0.0192,0.1728,0.0816,0.741935,0.387097,0.354839,0.258065,0.225806,0.290323,0.483871,0.451613,0.258065,0.290323,0.193548,0.387097,0.193548,99.615385,0.142154,0.347395,-0.096677,1.897244,9.590815,1.111682,4731,372.45032,1204
81,76,151,89,97,73,89,102,102,96,137,130,97,491,91,446,520,768,471,498,637,505,555,273,237,410,15,295,431,671,398,409,535,403,459,136,107,0.1488,0.2496,0.3936,0.3024,0.2304,0.1248,0.0624,0.0864,0.1488,0.288,0.1872,0.1344,0.288,0.258065,0.387097,0.516129,0.870968,0.516129,0.322581,0.16129,0.258065,0.387097,0.741935,0.451613,0.290323,0.645161,101.538462,0.203446,0.44665,-0.167398,2.826827,9.369547,0.928013,5589,371.373804,1204
86,82,111,100,98,113,92,90,99,104,116,123,121,443,97,731,967,976,553,781,589,503,403,269,198,357,15,620,867,878,440,689,499,404,299,153,75,0.1296,0.1728,0.3744,0.1104,0.096,0.1776,0.1824,0.0912,0.0192,0.1632,0.1824,0.1488,0.1344,0.290323,0.387097,0.83871,0.258065,0.225806,0.677419,0.483871,0.225806,0.193548,0.451613,0.548387,0.290323,0.258065,102.692308,0.152492,0.394541,-0.366911,2.784721,9.374416,0.876182,6631,368.21898,1204
91,107,102,121,95,83,107,125,178,111,142,130,104,492,187,422,512,600,464,541,514,885,530,277,232,401,80,320,391,505,381,434,389,707,419,135,102,0.3024,0.3024,0.3504,0.2448,0.0912,0.144,0.3024,0.2496,0.1104,0.096,0.1104,0.3072,0.2736,0.741935,0.903226,0.774194,0.709677,0.258065,0.387097,0.645161,0.451613,0.258065,0.258065,0.322581,0.806452,0.612903,115.076923,0.221908,0.548387,-1.00096,1.96869,9.53469,0.819224,5760,355.55138,1204
125,122,104,130,108,101,111,123,99,101,122,103,53,634,277,342,554,659,495,419,601,255,511,220,279,509,155,238,424,551,394,308,478,156,410,98,176,0.1584,0.3024,0.1632,0.0672,0.072,0.2496,0.0864,0.096,0.1392,0.2784,0.0816,0.1152,0.0384,0.322581,0.83871,0.419355,0.193548,0.193548,0.322581,0.225806,0.225806,0.322581,0.709677,0.193548,0.290323,0.193548,107.846154,0.142154,0.342432,-0.967775,2.331596,9.459157,0.909627,5299,367.193567,1204
109,127,124,96,113,100,83,109,134,113,143,113,145,643,186,315,502,642,500,438,601,421,542,267,229,534,59,191,406,529,400,355,492,287,429,124,116,0.168,0.2064,0.2064,0.0864,0.1728,0.1488,0.0768,0.0192,0.1152,0.3024,0.1872,0.12,0.1776,0.322581,0.354839,0.322581,0.225806,0.548387,0.322581,0.290323,0.193548,0.354839,0.870968,0.516129,0.225806,0.548387,116.076923,0.152862,0.39206,-1.135646,1.906694,9.528382,0.866724,5431,367.625819,1204
108,116,125,108,117,85,113,115,102,116,135,97,113,588,298,270,476,653,469,407,557,296,308,279,255,480,182,145,368,536,384,294,442,194,192,144,158,0.1488,0.1008,0.12,0.12,0.3024,0.3024,0.2064,0.192,0.1344,0.3024,0.1104,0.1344,0.1008,0.322581,0.258065,0.354839,0.290323,0.645161,0.903226,0.548387,0.516129,0.322581,0.806452,0.258065,0.258065,0.322581,111.538462,0.175015,0.44665,-1.290797,1.684321,9.546327,0.972207,4969,364.082831,1204
147,112,136,90,72,88,90,105,140,129,121,115,110,510,179,436,553,629,441,477,544,334,318,302,247,363,67,300,463,557,353,387,439,194,189,181,132,0.1728,0.1584,0.2496,0.3024,0.2784,0.1968,0.2448,0.12,0.1584,0.1104,0.1008,0.096,0.0864,0.322581,0.354839,0.451613,0.709677,0.580645,0.354839,0.548387,0.258065,0.354839,0.290323,0.258065,0.258065,0.225806,111.923077,0.175015,0.382134,-0.224951,1.793061,9.617934,0.935762,5080,370.607794,1204
103,80,68,85,85,101,95,107,109,128,104,88,102,349,171,323,434,581,408,425,554,268,330,295,242,246,91,255,349,496,307,330,447,159,202,191,154,0.1728,0.1488,0.1536,0.2688,0.1632,0.1824,0.2832,0.1056,0.1728,0.1536,0.0912,0.3024,0.192,0.516129,0.354839,0.322581,0.774194,0.483871,0.419355,0.709677,0.225806,0.322581,0.387097,0.258065,0.774194,0.580645,96.538462,0.183877,0.471464,-0.605618,2.030249,9.561256,1.034684,4482,366.789547,1204
106,111,89,81,106,75,50,100,94,97,116,103,94,390,576,306,398,589,432,448,532,185,268,373,245,284,465,217,317,483,357,398,432,91,171,257,142,0.3024,0.168,0.3024,0.0192,0.1104,0.1296,0.2688,0.0912,0.1152,0.144,0.0672,0.2544,0.0816,0.806452,0.419355,0.83871,0.193548,0.193548,0.354839,0.612903,0.193548,0.322581,0.290323,0.225806,0.677419,0.225806,94,0.158031,0.411911,-0.629399,1.887137,9.579201,1.011518,4836,374.873861,1204
81,90,79,89,115,90,107,70,100,109,102,101,99,347,233,221,604,621,232,722,561,264,261,437,233,266,143,142,515,506,142,615,491,164,152,335,132,0.1584,0.1632,0.1392,0.12,0.2256,0.2208,0.2592,0.0864,0.1392,0.096,0.0768,0.1584,0.264,0.290323,0.419355,0.322581,0.290323,0.580645,0.419355,0.483871,0.193548,0.354839,0.225806,0.258065,0.451613,0.645161,94.769231,0.162092,0.379653,-1.002503,2.164842,9.477206,1.111566,4835,376.573287,1204
121,100,98,75,104,85,101,102,98,84,124,112,117,342,230,253,426,821,512,399,702,251,362,272,251,221,130,155,351,717,427,298,600,153,278,148,139,0.1536,0.3024,0.1584,0.168,0.096,0.2016,0.1008,0.096,0.1536,0.0912,0.0864,0.1536,0.0912,0.677419,0.870968,0.322581,0.677419,0.193548,0.548387,0.258065,0.258065,0.354839,0.258065,0.258065,0.354839,0.258065,101.615385,0.142523,0.406948,-0.960213,2.186827,9.492492,1.005165,4938,374.770324,1204
114,129,70,88,28,91,89,75,111,77,116,94,110,386,229,280,542,612,431,516,449,270,334,319,222,272,100,210,454,584,340,427,374,159,257,203,128,0.1056,0.3024,0.3168,0.1872,0.1392,0.3024,0.0192,0.3024,0.2064,0.1248,0.0576,0.144,0.0864,0.290323,0.806452,0.83871,0.677419,0.516129,0.935484,0.193548,1,0.419355,0.258065,0.16129,0.387097,0.258065,91.692308,0.176492,0.51861,-0.233999,2.170194,9.550401,0.988661,4700,382.594012,1204
99,123,94,118,114,89,78,102,94,114,135,83,110,607,198,323,542,629,410,349,548,196,251,213,238,508,75,229,424,515,321,271,446,102,137,78,155,0.1536,0.2064,0.24,0.144,0.2592,0.2208,0.3024,0.1296,0.1296,0.1584,0.1248,0.3264,0.12,0.322581,0.354839,0.419355,0.451613,0.903226,0.516129,0.580645,0.322581,0.290323,0.322581,0.193548,0.774194,0.322581,104.076923,0.193477,0.444169,-0.089437,1.638371,9.647505,1.117316,4614,385.351226,1204
82,105,100,67,98,55,101,68,67,70,81,92,69,671,424,516,1108,666,1393,465,704,692,453,574,290,589,319,416,1041,568,1338,364,636,625,383,493,198,0.1728,0.2352,0.1776,0.1776,0.1488,0.168,0.144,0.1632,0.1728,0.1728,0.144,0.1632,0.1728,0.322581,0.322581,0.290323,0.322581,0.225806,0.225806,0.258065,0.322581,0.290323,0.258065,0.225806,0.258065,0.290323,81.153846,0.170215,0.277916,3.759956,3.716077,8.254344,0.602914,8025,371.541423,300
51,62,69,66,54,69,73,79,59,69,66,74,65,501,699,808,698,728,1638,755,514,787,895,604,338,450,637,739,632,674,1569,682,435,728,826,538,264,0.1536,0.1632,0.1728,0.1824,0.168,0.1728,0.1392,0.1584,0.1728,0.264,0.144,0.1872,0.1728,0.258065,0.258065,0.322581,0.290323,0.290323,0.290323,0.290323,0.225806,0.322581,0.354839,0.258065,0.322581,0.290323,65.846154,0.173169,0.290323,3.662795,3.75877,8.281682,0.498193,9030,368.41999,300
75,63,81,69,57,79,64,65,68,80,86,83,74,600,673,455,453,822,739,542,602,661,866,555,336,525,610,374,384,765,660,478,537,593,786,469,253,0.1392,0.1728,0.1584,0.1488,0.1296,0.1872,0.1632,0.1536,0.2736,0.1632,0.1296,0.1488,0.144,0.225806,0.290323,0.290323,0.258065,0.290323,0.290323,0.322581,0.225806,0.387097,0.290323,0.258065,0.322581,0.225806,72.615385,0.162462,0.282878,3.418022,3.846481,8.345508,0.574904,7378,368.26713,300
56,81,64,63,78,100,76,75,66,100,76,54,55,471,426,632,524,680,387,479,658,506,701,499,297,415,345,568,461,602,287,403,583,440,601,423,243,0.1536,0.168,0.1536,0.1824,0.144,0.1824,0.1632,0.1584,0.1824,0.1968,0.168,0.264,0.168,0.290323,0.322581,0.258065,0.322581,0.258065,0.290323,0.290323,0.354839,0.322581,0.387097,0.290323,0.419355,0.290323,72.615385,0.175754,0.315136,3.5131,4.053499,8.206403,0.654489,6315,361.087938,300
55,53,83,60,88,65,83,82,87,66,77,84,94,636,377,734,545,796,413,330,686,700,1211,501,300,581,324,651,485,708,348,247,604,613,1145,424,216,0.1296,0.1776,0.1536,0.1392,0.168,0.1824,0.1536,0.1488,0.2736,0.1584,0.1392,0.1536,0.1824,0.225806,0.322581,0.258065,0.193548,0.258065,0.290323,0.258065,0.129032,0.387097,0.225806,0.225806,0.193548,0.322581,75.153846,0.166154,0.253102,3.737268,3.734517,8.255346,0.599314,7323,372.017013,300
71,93,72,80,85,73,65,75,53,74,65,79,72,491,484,761,431,723,521,1545,572,477,784,566,335,420,391,689,351,638,448,1480,497,424,710,501,256,0.1584,0.1728,0.1536,0.192,0.1488,0.1488,0.1392,0.144,0.1536,0.2352,0.1584,0.1776,0.1728,0.225806,0.322581,0.290323,0.290323,0.354839,0.225806,0.290323,0.290323,0.225806,0.419355,0.290323,0.387097,0.322581,73.615385,0.165785,0.30273,4.122907,3.572966,8.14253,0.620475,7762,368.29354,300
65,72,70,101,54,81,65,64,80,88,78,101,80,479,1222,647,396,594,653,421,537,561,498,499,337,414,1150,577,295,540,572,356,473,481,410,421,236,0.1728,0.1728,0.1728,0.1824,0.1488,0.2352,0.1488,0.1392,0.1824,0.168,0.1728,0.1776,0.1536,0.322581,0.290323,0.354839,0.354839,0.322581,0.387097,0.290323,0.258065,0.322581,0.290323,0.258065,0.387097,0.258065,76.846154,0.171323,0.315136,4.259711,3.616188,8.054659,0.655203,6924,372.794156,300
93,55,80,71,73,56,85,64,80,88,56,86,103,625,375,545,473,899,645,885,448,508,477,493,309,532,320,465,402,826,589,800,384,428,389,437,223,0.1584,0.1728,0.1632,0.168,0.1632,0.2064,0.1296,0.1344,0.1968,0.1872,0.144,0.1584,0.1536,0.290323,0.258065,0.290323,0.258065,0.290323,0.290323,0.354839,0.290323,0.290323,0.290323,0.290323,0.290323,0.290323,76.153846,0.164308,0.290323,3.82811,4.139356,8.019275,0.666568,6785,368.2515,300
92,68,72,63,53,90,70,81,88,89,80,82,81,486,360,520,407,608,387,370,519,477,501,513,334,394,292,448,344,555,297,300,438,389,412,433,252,0.1728,0.1632,0.1728,0.2112,0.1344,0.168,0.1536,0.1488,0.2208,0.1632,0.1296,0.1536,0.192,0.354839,0.290323,0.322581,0.322581,0.258065,0.290323,0.258065,0.225806,0.322581,0.225806,0.225806,0.290323,0.354839,77.615385,0.168,0.287841,3.789434,4.168512,8.022958,0.764229,5563,380.770103,300
85,89,74,53,43,75,93,74,66,64,70,86,91,591,359,559,440,682,682,1391,442,499,495,486,335,506,270,485,387,639,607,1298,368,433,431,416,249,0.144,0.1584,0.168,0.1536,0.1008,0.2064,0.1392,0.1584,0.1824,0.1824,0.1488,0.168,0.1824,0.193548,0.258065,0.290323,0.258065,0.290323,0.322581,0.225806,0.290323,0.322581,0.290323,0.290323,0.322581,0.322581,74.076923,0.160985,0.282878,3.640165,4.400566,7.968306,0.688929,7052,370.936748,300
51,79,63,62,53,83,45,57,88,66,63,90,69,610,469,493,531,718,412,341,738,530,506,625,335,559,390,430,469,665,329,296,681,442,440,562,245,0.1008,0.2112,0.1248,0.1488,0.1584,0.1728,0.1152,0.1392,0.1824,0.192,0.1536,0.1632,0.1536,0.16129,0.322581,0.225806,0.258065,0.322581,0.290323,0.290323,0.193548,0.290323,0.354839,0.258065,0.322581,0.258065,66.846154,0.155077,0.272953,3.625984,4.281132,8.037519,0.671569,6377,373.504039,300
79,78,68,55,78,73,44,71,79,77,58,86,74,556,462,553,966,694,361,537,564,526,494,502,348,477,384,485,911,616,288,493,493,447,417,444,262,0.1584,0.1584,0.1824,0.1536,0.1776,0.1584,0.1392,0.144,0.2112,0.2016,0.1488,0.1728,0.1632,0.225806,0.290323,0.322581,0.225806,0.290323,0.258065,0.258065,0.225806,0.322581,0.290323,0.322581,0.322581,0.322581,70.769231,0.166892,0.282878,3.741619,3.873323,8.187905,0.67208,6637,366.997575,300
72,71,61,52,70,104,63,77,78,77,55,88,74,520,406,475,823,601,392,508,464,482,451,623,315,448,335,414,771,531,288,445,387,404,374,568,227,0.1584,0.1536,0.1776,0.1488,0.1152,0.144,0.1392,0.1536,0.1872,0.168,0.1488,0.1776,0.168,0.258065,0.290323,0.290323,0.225806,0.193548,0.258065,0.193548,0.258065,0.290323,0.290323,0.290323,0.322581,0.290323,72.461538,0.156923,0.265509,3.977057,4.013706,8.008869,0.705493,6134,375.250117,300
