@relation keystroketouch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute holdtime1 numeric
@attribute holdtime2 numeric
@attribute holdtime3 numeric
@attribute holdtime4 numeric
@attribute holdtime5 numeric
@attribute holdtime6 numeric
@attribute holdtime7 numeric
@attribute holdtime8 numeric
@attribute holdtime9 numeric
@attribute holdtime10 numeric
@attribute holdtime11 numeric
@attribute holdtime12 numeric
@attribute holdtime13 numeric
@attribute holdtime14 numeric
@attribute downdown1 numeric
@attribute downdown2 numeric
@attribute downdown3 numeric
@attribute downdown4 numeric
@attribute downdown5 numeric
@attribute downdown6 numeric
@attribute downdown7 numeric
@attribute downdown8 numeric
@attribute downdown9 numeric
@attribute downdown10 numeric
@attribute downdown11 numeric
@attribute downdown12 numeric
@attribute downdown13 numeric
@attribute updown1 numeric
@attribute updown2 numeric
@attribute updown3 numeric
@attribute updown4 numeric
@attribute updown5 numeric
@attribute updown6 numeric
@attribute updown7 numeric
@attribute updown8 numeric
@attribute updown9 numeric
@attribute updown10 numeric
@attribute updown11 numeric
@attribute updown12 numeric
@attribute updown13 numeric
@attribute pressure1 numeric
@attribute pressure2 numeric
@attribute pressure3 numeric
@attribute pressure4 numeric
@attribute pressure5 numeric
@attribute pressure6 numeric
@attribute pressure7 numeric
@attribute pressure8 numeric
@attribute pressure9 numeric
@attribute pressure10 numeric
@attribute pressure11 numeric
@attribute pressure12 numeric
@attribute pressure13 numeric
@attribute pressure14 numeric
@attribute fingerarea1 numeric
@attribute fingerarea2 numeric
@attribute fingerarea3 numeric
@attribute fingerarea4 numeric
@attribute fingerarea5 numeric
@attribute fingerarea6 numeric
@attribute fingerarea7 numeric
@attribute fingerarea8 numeric
@attribute fingerarea9 numeric
@attribute fingerarea10 numeric
@attribute fingerarea11 numeric
@attribute fingerarea12 numeric
@attribute fingerarea13 numeric
@attribute fingerarea14 numeric
@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute user_id {1,2,3,4,5,6,7,8,9,10,20,21,24,25,26,27,28,29,35,36,37,38,40,41,50,51,53,54,55,65,66,68,69,70,71,73,80,81,82,83,84,85}

@data
0.357759,0.364444,0.254032,0.201681,0.358974,0.365741,0.352941,0.341121,0.236,0.324201,0.112857,0.357798,0.424084,0.422535,0.014937,0.07151,0.015853,0.035027,0.039893,0.010865,0.029717,0.084124,0.012045,0.037224,0.001897,0.088184,0.016262,0.015428,0.097525,0.015228,0.035342,0.043844,0.008621,0.029626,0.09038,0.012193,0.038713,0.001769,0.085285,0.016318,0.205069,0.165049,0.114458,0.122302,0.146341,0.185567,0.097744,0.174419,0.184466,0.145455,0.190476,0.117187,0.123967,0.193182,0.140187,0.178571,0.21147,0.148148,0.205069,0.222222,0.205069,0.148148,0.185185,0.148148,0.185185,0.175627,0.139785,0.148148,0.357921,0.106304,0.183384,50
0.431034,0.288889,0.431452,0.196078,0.3663,0.384259,0.430147,0.415888,0.228,0.47032,0.087143,0.33945,0.397906,0.455399,0.007193,0.087105,0.01718,0.068089,0.084648,0.021849,0.04207,0.084651,0.005285,0.043251,0.001873,0.072579,0.012633,0.007263,0.118951,0.013306,0.068444,0.088282,0.019383,0.040921,0.088085,0.005525,0.041887,0.001889,0.070742,0.013026,0.101382,0.174757,0.10241,0.107914,0.170732,0.175258,0.075188,0.174419,0.184466,0.127273,0.214286,0.117187,0.132231,0.181818,0.121495,0.25,0.21147,0.148148,0.205069,0.111111,0.101382,0.148148,0.222222,0.148148,0.185185,0.175627,0.175627,0.037037,0.40495,0.076873,0.15566,50
0.275862,0.311111,0.314516,0.193277,0.307692,0.277778,0.319853,0.308411,0.24,0.347032,0.114286,0.408257,0.513089,0.29108,0.071575,0.161278,0.022489,0.067864,0.042473,0.01039,0.049164,0.089744,0.008855,0.036515,0.002089,0.059946,0.202331,0.072507,0.189139,0.020772,0.068276,0.047803,0.009275,0.049492,0.097264,0.008955,0.037566,0.001953,0.054474,0.201835,0.205069,0.15534,0.096386,0.107914,0.109756,0.175258,0.075188,0.139535,0.174757,0.1,0.214286,0.109375,0.132231,0.193182,0.130841,0.178571,0.21147,0.222222,0.101382,0.222222,0.06682,0.074074,0.185185,0.037037,0.222222,0.175627,0.21147,0.111111,0.327723,0.08291,0.140739,50
0.439655,0.355556,0.254032,0.22409,0.417582,0.407407,0.352941,0.616822,0.232,0.328767,0.1,0.40367,0.465969,0.300469,0.011904,0.10232,0.011798,0.237553,0.036519,0.025114,0.02808,0.075342,0.004999,0.037756,0.001777,0.050533,0.009422,0.011922,0.128186,0.011162,0.236978,0.038895,0.022356,0.027991,0.071139,0.005192,0.039153,0.001721,0.045354,0.008894,0.170507,0.174757,0.10241,0.115108,0.158537,0.195876,0.090226,0.046512,0.213592,0.127273,0.202381,0.132812,0.123967,0.193182,0.130841,0.178571,0.175627,0.148148,0.101382,0.185185,0.06682,0,0.185185,0.074074,0.185185,0.21147,0.103943,0.148148,0.403465,0.089085,0.104105,50
0.288793,0.28,0.185484,0.22409,0.296703,0.328704,0.496324,0.327103,0.232,0.278539,0.088571,0.247706,0.382199,0.42723,0.003834,0.115253,0.005235,0.008644,0.030465,0.004394,0.023119,0.0634,0.008189,0.028982,0.001321,0.026009,0.00677,0.004734,0.147026,0.00584,0.00857,0.036124,0.002616,0.021105,0.070079,0.008383,0.031393,0.001329,0.029332,0.007353,0.205069,0.184466,0.090361,0.115108,0.182927,0.185567,0.12782,0.162791,0.194175,0.127273,0.214286,0.125,0.140496,0.204545,0.149533,0.214286,0.21147,0.185185,0.170507,0.222222,0.101382,0.148148,0.111111,0.148148,0.259259,0.175627,0.21147,0.111111,0.312376,0.115661,0.178929,50
0.418103,0.32,0.229839,0.145658,0.311355,0.342593,0.297794,0.453271,0.32,0.360731,0.061429,0.293578,0.282723,0.441315,0.004436,0.105744,0.008111,0.027673,0.035526,0.012884,0.018753,0.089392,0.006237,0.032704,0.004027,0.219965,0.034059,0.004583,0.134466,0.00791,0.029125,0.040776,0.01094,0.01942,0.091439,0.005382,0.03351,0.004187,0.219867,0.036067,0.239631,0.174757,0.108434,0.122302,0.158537,0.195876,0.105263,0.139535,0.194175,0.118182,0.190476,0.117187,0.140496,0.204545,0.130841,0.142857,0.21147,0.148148,0.101382,0.185185,0.205069,0.148148,0.185185,0.148148,0.222222,0.175627,0.21147,0.148148,0.320792,0.115334,0.172139,50
0.396552,0.275556,0.254032,0.145658,0.333333,0.287037,0.238971,0.294393,0.24,0.365297,0.087143,0.293578,0.387435,0.338028,0.013257,0.076455,0.017254,0.055852,0.034137,0.010331,0.024309,0.086582,0.007713,0.04006,0.001721,0.056973,0.008654,0.013525,0.109716,0.016632,0.057242,0.038797,0.009097,0.025762,0.094616,0.007811,0.040741,0.001737,0.057678,0.009174,0.205069,0.174757,0.108434,0.115108,0.158537,0.175258,0.090226,0.139535,0.194175,0.136364,0.190476,0.117187,0.132231,0.204545,0.140187,0.214286,0.247312,0.148148,0.170507,0.185185,0.101382,0.148148,0.185185,0.148148,0.222222,0.175627,0.247312,0.185185,0.287129,0.102795,0.193851,50
0.310345,0.351111,0.254032,0.168067,0.300366,0.402778,0.286765,0.462617,0.224,0.360731,0.098571,0.288991,0.361257,0.42723,0.006441,0.072651,0.012314,0.087735,0.038801,0.012171,0.023863,0.080436,0.004237,0.035452,0.002698,0.046074,0.008026,0.007213,0.099741,0.011679,0.088608,0.044339,0.009454,0.024672,0.082083,0.004525,0.036243,0.00265,0.047079,0.008894,0.205069,0.165049,0.096386,0.086331,0.146341,0.185567,0.090226,0.162791,0.174757,0.136364,0.202381,0.109375,0.123967,0.215909,0.130841,0.178571,0.21147,0.037037,0.170507,0.222222,0.135945,0.148148,0.185185,0.148148,0.259259,0.175627,0.21147,0.185185,0.329703,0.094607,0.177372,50
0.400862,0.275556,0.25,0.170868,0.25641,0.282407,0.386029,0.378505,0.236,0.388128,0.114286,0.334862,0.623037,0.42723,0.006165,0.066565,0.013567,0.037553,0.031259,0.009321,0.028625,0.072181,0.005951,0.036515,0.001681,0.054744,0.014308,0.006412,0.100111,0.01301,0.038479,0.038005,0.008146,0.02809,0.076964,0.006097,0.036772,0.001545,0.053241,0.011695,0.239631,0.174757,0.108434,0.115108,0.134146,0.185567,0.097744,0.151163,0.203883,0.136364,0.190476,0.117187,0.115702,0.238636,0.149533,0.214286,0.247312,0.185185,0.135945,0.259259,0.101382,0.037037,0.148148,0.148148,0.185185,0.175627,0.139785,0.185185,0.356931,0.114165,0.163229,50
0.353448,0.28,0.294355,0.22409,0.300366,0.189815,0.286765,0.411215,0.2,0.465753,0.111429,0.362385,0.376963,0.286385,0.005087,0.072651,0.008627,0.024642,0.045847,0.020424,0.020836,0.078504,0.006285,0.043517,0.001633,0.054991,0.006979,0.00561,0.105652,0.007244,0.024532,0.051366,0.020453,0.02165,0.082083,0.006859,0.04224,0.001513,0.052009,0.007634,0.170507,0.203883,0.138554,0.107914,0.170732,0.206186,0.097744,0.162791,0.203883,0.118182,0.178571,0.132812,0.123967,0.215909,0.140187,0.142857,0.283154,0.148148,0.135945,0.222222,0.101382,0.148148,0.148148,0.148148,0.185185,0.21147,0.103943,0.185185,0.320792,0.11131,0.162451,50
0.487069,0.351111,0.302419,0.19888,0.362637,0.356481,0.323529,0.443925,0.236,0.424658,0.127143,0.495413,0.376963,0.380282,0.005463,0.080259,0.010175,0.013079,0.023916,0.009678,0.024855,0.085529,0.00776,0.055304,0.001737,0.053505,0.009492,0.00521,0.10713,0.008649,0.013498,0.027811,0.007551,0.025167,0.087908,0.007907,0.054762,0.001529,0.043382,0.010155,0.205069,0.194175,0.10241,0.122302,0.158537,0.175258,0.105263,0.139535,0.194175,0.118182,0.190476,0.125,0.132231,0.238636,0.130841,0.214286,0.21147,0.185185,0.135945,0.222222,0.239631,0.037037,0.185185,0.111111,0.222222,0.247312,0.175627,0.185185,0.40495,0.109813,0.193072,50
0.49569,0.293333,0.254032,0.196078,0.29304,0.199074,0.363971,0.359813,0.244,0.442922,0.115714,0.376147,0.429319,0.244131,0.006065,0.088627,0.009291,0.019759,0.027786,0.008134,0.025252,0.091851,0.007046,0.038908,0.001921,0.067624,0.007747,0.005761,0.120059,0.008649,0.02022,0.033551,0.008027,0.025019,0.09744,0.007097,0.038095,0.001777,0.06384,0.007704,0.170507,0.174757,0.114458,0.107914,0.170732,0.195876,0.097744,0.162791,0.174757,0.127273,0.202381,0.125,0.132231,0.227273,0.121495,0.178571,0.247312,0.148148,0.135945,0.185185,0.101382,0.111111,0.185185,0.074074,0.222222,0.175627,0.175627,0.185185,0.340099,0.103122,0.15566,50
0.353448,0.408889,0.290323,0.277311,0.234432,0.24537,0.297794,0.331776,0.232,0.43379,0.06,0.348624,0.528796,0.370892,0.003784,0.085964,0.012535,0.027168,0.068473,0.008965,0.02297,0.081314,0.005808,0.040238,0.001433,0.074065,0.008026,0.004308,0.107868,0.011236,0.025989,0.075713,0.008264,0.023631,0.087908,0.006001,0.039594,0.001601,0.071728,0.006653,0.170507,0.165049,0.120482,0.122302,0.134146,0.185567,0.097744,0.162791,0.203883,0.118182,0.214286,0.125,0.115702,0.204545,0.140187,0.142857,0.21147,0.148148,0.135945,0.185185,0.135945,0.111111,0.148148,0.074074,0.222222,0.175627,0.103943,0.111111,0.338614,0.099613,0.125817,50
0.474138,0.355556,0.431452,0.196078,0.461538,0.453704,0.264706,0.378505,0.244,0.456621,0.102857,0.40367,0.382199,0.253521,0.005163,0.085964,0.041366,0.094976,0.056862,0.011874,0.032346,0.088339,0.006951,0.054064,0.001249,0.075799,0.007189,0.004984,0.112301,0.037552,0.095273,0.057997,0.008502,0.033441,0.093204,0.007002,0.05291,0.001177,0.070495,0.007774,0.135945,0.174757,0.090361,0.143885,0.170732,0.185567,0.105263,0.162791,0.194175,0.118182,0.190476,0.109375,0.123967,0.204545,0.11215,0.214286,0.103943,0.148148,0.170507,0.148148,0.135945,0.148148,0.259259,0.111111,0.148148,0.247312,0.21147,0.148148,0.401485,0.090582,0.165348,50
0.284483,0.28,0.254032,0.19888,0.388278,0.328704,0.327206,0.420561,0.268,0.43379,0.101429,0.37156,0.324607,0.211268,0.004737,0.068087,0.012756,0.076621,0.03642,0.008253,0.030709,0.065859,0.00538,0.044314,0.001105,0.048303,0.007328,0.00566,0.101219,0.012123,0.076902,0.039588,0.006481,0.030964,0.06902,0.005144,0.043651,0.001041,0.044861,0.008684,0.205069,0.184466,0.120482,0.122302,0.121951,0.185567,0.090226,0.151163,0.194175,0.118182,0.190476,0.117187,0.132231,0.204545,0.130841,0.25,0.21147,0.148148,0.205069,0.148148,0.135945,0.037037,0.259259,0.111111,0.148148,0.175627,0.139785,0.148148,0.326238,0.103964,0.156439,50
0.357759,0.28,0.294355,0.221289,0.391941,0.291667,0.257353,0.285047,0.16,0.351598,0.112857,0.454128,0.513089,0.389671,0.005213,0.076455,0.004719,0.023969,0.033442,0.010509,0.024607,0.088163,0.00657,0.040326,0.001625,0.105524,0.007119,0.00571,0.109346,0.003326,0.023916,0.03652,0.009216,0.025811,0.096558,0.007621,0.04127,0.001497,0.097363,0.005953,0.170507,0.174757,0.096386,0.143885,0.158537,0.185567,0.097744,0.151163,0.174757,0.127273,0.214286,0.117187,0.132231,0.215909,0.140187,0.25,0.175627,0.111111,0.205069,0.148148,0.101382,0.074074,0.185185,0.074074,0.259259,0.175627,0.21147,0.185185,0.343564,0.100782,0.162451,50
0.362069,0.36,0.294355,0.201681,0.326007,0.240741,0.257353,0.415888,0.268,0.356164,0.125714,0.334862,0.335079,0.361502,0.003684,0.086345,0.008775,0.11698,0.030664,0.015199,0.018604,0.080611,0.007427,0.036072,0.001153,0.062918,0.006421,0.004158,0.112301,0.007392,0.117117,0.03553,0.014567,0.019817,0.084025,0.007192,0.036949,0.000953,0.061375,0.007634,0.170507,0.174757,0.114458,0.107914,0.134146,0.195876,0.097744,0.162791,0.194175,0.127273,0.190476,0.132812,0.115702,0.204545,0.149533,0.214286,0.175627,0.148148,0.135945,0.185185,0.135945,0.074074,0.222222,0.111111,0.185185,0.175627,0.103943,0.185185,0.334653,0.097273,0.147529,50
0.275862,0.235556,0.266129,0.218487,0.300366,0.416667,0.330882,0.299065,0.272,0.410959,0.1,0.385321,0.481675,0.413146,0.004862,0.066946,0.011355,0.03048,0.033939,0.008075,0.021233,0.072708,0.008046,0.033679,0.001401,0.046569,0.007887,0.005836,0.103805,0.010497,0.030469,0.039489,0.005173,0.021452,0.080494,0.007764,0.03351,0.001345,0.042396,0.007143,0.170507,0.174757,0.10241,0.100719,0.170732,0.195876,0.112782,0.174419,0.184466,0.127273,0.214286,0.125,0.132231,0.215909,0.140187,0.214286,0.21147,0.074074,0.205069,0.185185,0.205069,0.148148,0.185185,0.148148,0.185185,0.175627,0.103943,0.148148,0.345545,0.104291,0.167684,50
0.508621,0.382222,0.358871,0.182073,0.355311,0.347222,0.268382,0.331776,0.252,0.287671,0.138571,0.261468,0.413613,0.211268,0.020074,0.17383,0.029715,0.067359,0.091992,0.143977,0.039192,0.094661,0.036088,0.144997,0.004627,0.12113,0.017937,0.019686,0.195419,0.027203,0.067996,0.095903,0.142161,0.040228,0.101324,0.036056,0.146649,0.004355,0.123244,0.018139,0.135945,0.174757,0.108434,0.158273,0.158537,0.216495,0.157895,0.197674,0.23301,0.2,0.202381,0.242187,0.190083,0.318182,0.121495,0.214286,0.139785,0.222222,0.135945,0.111111,0.239631,0.074074,0.185185,0.185185,0.148148,0.354839,0.21147,0.111111,0.34505,0.167782,0.18706,51
0.392241,0.253333,0.262097,0.170868,0.296703,0.384259,0.275735,0.275701,0.296,0.296804,0.081429,0.353211,0.366492,0.2723,0.010125,0.150628,0.037015,0.030312,0.063709,0.071721,0.032842,0.068669,0.0229,0.084109,0.005956,0.129552,0.009492,0.010419,0.183598,0.036295,0.031254,0.069279,0.069326,0.033787,0.077317,0.022339,0.085891,0.006004,0.126695,0.010295,0.205069,0.262136,0.13253,0.23741,0.182927,0,0.135338,0.337209,0.271845,0.254545,0.261905,0.1875,0.157025,0.25,0.130841,0.214286,0.247312,0.444444,0.170507,0.074074,0.239631,0.148148,0.185185,0.296296,0.074074,0.21147,0.175627,0.111111,0.293069,0.19754,0.224472,51
0.362069,0.324444,0.326613,0.196078,0.278388,0.263889,0.246324,0.345794,0.28,0.200913,0.065714,0.178899,0.382199,0.126761,0.007293,0.134272,0.022268,0.035027,0.035923,0.04441,1,0.058483,0.057418,0.033679,0.003842,0.116175,0.009701,0.007764,0.161803,0.020328,0.035454,0.042063,0.043522,1,0.064431,0.057061,0.037566,0.003979,0.122751,0.010295,0.205069,0.223301,0.198795,0.158273,0.207317,0.237113,0.12782,0.174419,0.23301,0.154545,0.22619,0.15625,0.140496,0.261364,0.149533,0.25,0.354839,0.185185,0.205069,0.185185,0.205069,0.148148,0.185185,0.148148,0.148148,0.139785,0.103943,0.111111,0.247525,0.177655,0.194629,51
0.336207,0.248889,0.262097,0.170868,0.179487,0.375,0.180147,0.28972,0.268,0.155251,0.098571,0.211009,0.329843,0.206573,0.007569,0.232027,0.022416,0.033006,0.046145,0.034376,0.016173,0.04935,0.018377,0.058761,0.00269,0.108992,0.006212,0.00819,0.263022,0.021659,0.033942,0.054929,0.032047,0.01843,0.05737,0.018147,0.063404,0.002642,0.113877,0.007494,0.274194,0.23301,0.156627,0.42446,0.219512,0.257732,0.180451,0.267442,0.291262,0.190909,0.702381,0.28125,0.190083,0.352273,0.224299,0.178571,0.21147,0.740741,0.06682,0.259259,0.205069,0.111111,0.259259,0.148148,0.777778,0.283154,0.21147,0.148148,0.219307,0.344267,0.373559,51
0.413793,0.266667,0.314516,0.238095,0.25641,0.231481,0.327206,0.341121,0.228,0.246575,0.124286,0.316514,0.429319,0.361502,0.006541,0.135032,0.05567,0.013921,0.052694,0.717984,0.051645,0.075167,0.024567,0.049987,0.004555,0.128809,0.055346,0.006712,0.167344,0.054036,0.013554,0.059382,0.718473,0.05187,0.081377,0.024815,0.05291,0.004363,0.127927,0.055466,0.792627,0,0.144578,0.251799,0.353659,0.247423,0.105263,0.22093,0.271845,0.181818,0.297619,0.203125,0.140496,0.340909,0.551402,0.107143,0.175627,0.333333,0.412442,0.148148,0.170507,0.148148,0.259259,0.111111,0.148148,0.247312,0.103943,0.296296,0.319802,0.335853,0.269981,51
0.318966,0.32,0.298387,0.154062,0.227106,0.384259,0.238971,0.285047,0.304,0.223744,0.101429,0.233945,0.376963,0.342723,0.008696,0.1628,0.030969,0.049004,0.027786,0.041145,0.054026,0.043555,0.0259,0.04591,0.002722,0.108744,0.03713,0.009417,0.189878,0.029568,0.050241,0.035333,0.038706,0.055437,0.051721,0.025244,0.049295,0.002658,0.112398,0.037888,0.343318,0.262136,0.192771,0.172662,0.231707,0.226804,0.142857,0.197674,0.223301,0.209091,0.27381,0.226563,0.190083,0.261364,0.214953,0.285714,0.283154,0.148148,0.170507,0.185185,0.205069,0.148148,0.185185,0.148148,0.148148,0.247312,0.283154,0.185185,0.275743,0.248868,0.236714,51
0.362069,0.293333,0.225806,0.123249,0.252747,0.337963,0.176471,0.336449,0.268,0.310502,0.097143,0.344037,0.298429,0.267606,0.011879,0.134652,0.021752,0.047095,0.025603,0.028736,0.022325,0.041272,0.019711,0.056191,0.00586,0.13946,0.006561,0.012348,0.164758,0.021659,0.048953,0.032462,0.026874,0.024622,0.047485,0.019481,0.057848,0.00582,0.137047,0.008264,0.170507,0.262136,0.138554,0.42446,0.243902,0.257732,0.157895,0.232558,0.281553,0.3,0.27381,0.171875,0.181818,0.284091,0.168224,0.285714,0.21147,0.814815,0.135945,0.185185,0.135945,0.148148,0.185185,0.296296,0.185185,0.175627,0.175627,0.111111,0.258911,0.2622,0.290387,51
0.37069,0.244444,0.225806,0.165266,0.282051,0.273148,0.283088,0.331776,0.22,0.251142,0.104286,0.183486,0.408377,0.215962,0.006591,0.116014,0.022194,0.055796,0.040984,0.024758,0.033934,0.039691,0.040088,0.041656,0.00253,0.179093,0.01026,0.007013,0.15072,0.022102,0.056794,0.047011,0.023723,0.034778,0.046072,0.040438,0.044533,0.00245,0.185112,0.010505,0.135945,0.223301,0.156627,0.258993,0.207317,0.247423,0.203008,0.244186,0.223301,0.218182,0.261905,0.234375,0.214876,0.318182,0.196262,0.214286,0.139785,0.333333,0.170507,0.148148,0.239631,0.111111,0.148148,0.074074,0.222222,0.318996,0.247312,0.185185,0.250495,0.228606,0.22469,51
0.349138,0.235556,0.217742,0.145658,0.234432,0.212963,0.180147,0.299065,0.228,0.283105,0.102857,0.325688,0.455497,0.295775,0.004712,0.148345,0.033845,0.035195,0.04803,0.022383,0.015181,0.078504,0.026233,0.050164,0.003858,0.109735,0.009283,0.00526,0.182859,0.03393,0.03663,0.055325,0.022118,0.017439,0.08632,0.026482,0.052381,0.003787,0.108455,0.008894,0.205069,0.271845,0.126506,0.215827,0.268293,0.319588,0.233083,0.27907,0.252427,0.218182,0.321429,0.460937,0.181818,0.329545,0.149533,0.25,0.139785,0.259259,0.170507,0.222222,0.343318,0.148148,0.148148,0.185185,0.37037,0.749104,0.21147,0.185185,0.244554,0.299303,0.341162,51
0.357759,0.324444,0.262097,0.098039,0.263736,0.175926,0.323529,0.350467,0.232,0.223744,0.084286,0.284404,0.413613,0.29108,0.005463,0.133511,0.02013,0.057648,0.032549,0.019118,0.085727,0.043203,0.257998,0.051671,0.004707,0.358187,0.012074,0.005961,0.161064,0.019367,0.059987,0.039093,0.019323,0.085955,0.048897,0.2583,0.055026,0.004739,0.3579,0.012256,0.37788,0.203883,0.126506,0.165468,0.219512,0.608247,0.172932,0.186047,0.378641,0.145455,0.309524,0.273437,0.165289,0.272727,0.224299,0.178571,0.139785,0.148148,0.135945,0.814815,0.170507,0.111111,0.407407,0.111111,0.111111,0.318996,0.103943,0.185185,0.255941,0.300008,0.279359,51
0.336207,0.284444,0.274194,0.162465,0.194139,0.300926,0.220588,0.35514,0.276,0.205479,0.081429,0.321101,0.356021,0.333333,0.012481,0.18334,0.025218,0.024081,0.045549,0.052722,0.036414,0.053741,0.01733,0.052468,0.003586,0.174387,0.013959,0.013099,0.212782,0.024246,0.025204,0.053939,0.05137,0.038098,0.059312,0.017004,0.056173,0.003635,0.173034,0.014917,0.135945,0.203883,0.186747,0.280576,0.719512,0.237113,0.165414,0.267442,0.23301,0.3,0.285714,0.210937,0.14876,0.340909,0.186916,0.178571,0.426523,0.444444,0.654378,0.148148,0.239631,0.185185,0.148148,0.407407,0.259259,0.175627,0.103943,0.37037,0.257921,0.283582,0.39661,51
0.37931,0.288889,0.274194,0.165266,0.282051,0.328704,0.246324,0.257009,0.208,0.205479,0.101429,0.288991,0.324607,0.215962,0.007619,0.141118,0.028978,0.012237,0.035725,0.027667,0.02292,0.060239,0.015664,0.042276,0.004427,0.125588,0.014657,0.00799,0.171407,0.028016,0.01333,0.041766,0.025923,0.024275,0.06955,0.016147,0.046032,0.004363,0.126202,0.016038,0.239631,0.252427,0.162651,0.215827,0.280488,0.319588,0.195489,0.244186,0.271845,0.190909,0.285714,0.226563,0.297521,0.693182,0.224299,0.214286,0.21147,0.185185,0.239631,0.296296,0.274194,0.111111,0.148148,0.111111,0.185185,0.354839,0.390681,0.666667,0.251485,0.317691,0.347392,51
0.288793,0.368889,0.258065,0.190476,0.14652,0.333333,0.3125,0.378505,0.284,0.191781,0.098571,0.252294,0.376963,0.28169,0.007092,0.229745,0.035835,0.026438,0.030664,0.019415,0.022176,0.218651,0.025519,0.04591,0.004011,0.111221,0.009562,0.00799,0.250831,0.035186,0.026997,0.04038,0.017599,0.022641,0.224184,0.025101,0.049912,0.003963,0.113877,0.010225,0.239631,0.330097,0.192771,0.273381,0.719512,0.247423,0.165414,0.209302,0.184466,0.209091,0.285714,0.203125,0.206612,0.306818,0.214953,0.285714,0.175627,0.37037,0.550691,0.185185,0.274194,0.111111,0.185185,0.148148,0.148148,0.175627,0.139785,0.111111,0.271287,0.303655,0.273347,51
0.426724,0.248889,0.21371,0.266106,0.241758,0.296296,0.235294,0.439252,0.268,0.178082,0.088571,0.275229,0.413613,0.305164,0.007268,0.30582,0.048887,0.137019,0.03513,0.491183,0.05859,0.049701,0.016187,0.035008,0.004595,0.123854,0.008515,0.007363,0.334688,0.049083,0.135824,0.04226,0.490517,0.060045,0.052074,0.015956,0.03933,0.004603,0.125216,0.008684,0.274194,0.213592,0.168675,0.266187,0.719512,0.298969,0.172932,0.244186,0.31068,0.536364,0.261905,0.1875,0.22314,0.375,0.214953,0.214286,0.175627,0.333333,0.654378,0.333333,0.239631,0.148148,0.185185,0.703704,0.074074,0.175627,0.21147,0.296296,0.288119,0.364152,0.398947,51
0.426724,0.386667,0.310484,0.154062,0.241758,0.273148,0.301471,0.313084,0.296,0.255708,0.095714,0.307339,0.219895,0.197183,0.012105,0.158235,0.027356,0.006455,0.026198,0.045538,0.021283,0.068142,0.015473,0.042631,0.002506,0.099827,0.006212,0.012197,0.179904,0.025724,0.007785,0.033353,0.044533,0.021897,0.075375,0.014908,0.045414,0.002474,0.099581,0.008964,0.170507,0.349515,0.13253,0.179856,0.292683,0.381443,0.165414,0.27907,0.291262,0.245455,0.25,0.21875,0.132231,0.329545,0.205607,0.428571,0.139785,0.185185,0.205069,0.37037,0.205069,0.222222,0.259259,0.148148,0.074074,0.21147,0.139785,0.185185,0.276733,0.252842,0.256868,51
0.275862,0.208889,0.21371,0.159664,0.282051,0.263889,0.305147,0.28972,0.248,0.324201,0.115714,0.288991,0.361257,0.262911,0.015137,0.121719,0.022784,0.045018,0.040786,0.017693,0.020688,0.078855,0.044563,0.030931,0.003026,0.096854,0.011655,0.016104,0.159217,0.022915,0.046152,0.046813,0.016767,0.021253,0.087026,0.044582,0.032451,0.002882,0.097609,0.012536,0.239631,0.359223,0.174699,0.208633,0.280488,0.247423,0.180451,0.348837,0.378641,0.209091,0.380952,0.21875,0.198347,0.261364,0.261682,0.25,0.247312,0.185185,0.205069,0.148148,0.239631,0.222222,0.444444,0.074074,0.259259,0.139785,0.175627,0.111111,0.257921,0.296637,0.251074,51
0.331897,0.306667,0.241935,0.243697,0.263736,0.324074,0.297794,0.350467,0.152,0.360731,0.121429,0.316514,0.418848,0.239437,0.018545,0.137315,0.020425,0.021386,0.029076,0.023214,0.023714,0.066561,0.018806,0.036072,0.004043,0.117166,0.007887,0.019185,0.166236,0.020033,0.020892,0.035629,0.021523,0.024375,0.072374,0.019957,0.036861,0.003867,0.116342,0.007984,0.37788,0.31068,0.120482,0.208633,0.268293,0.350515,0.195489,0.27907,0.271845,0.209091,0.321429,0.203125,0.190083,0.363636,0.28972,0.285714,0.175627,0.148148,0.170507,0.296296,0.205069,0.185185,0.148148,0.185185,0.222222,0.21147,0.175627,0.185185,0.30297,0.305856,0.23771,51
0.418103,0.257778,0.370968,0.176471,0.139194,0.277778,0.264706,0.341121,0.208,0.155251,0.107143,0.334862,0.39267,0.206573,0.006391,0.117155,0.043651,0.043727,0.047236,0.068456,0.019249,0.058483,0.04423,0.060977,0.002738,0.132029,0.008096,0.006537,0.15072,0.040952,0.044528,0.057106,0.067424,0.020362,0.064607,0.044725,0.065608,0.002642,0.130145,0.008544,0.170507,0.271845,0.156627,0.201439,0.268293,0.278351,0.172932,0.302326,0.330097,0.090909,0.416667,0.210937,0.181818,0.352273,0.196262,0.285714,0.247312,0.259259,0.239631,0.222222,0.205069,0.222222,0.222222,0.148148,0.222222,0.21147,0.21147,0.259259,0.259901,0.250503,0.282256,51
