@relation keystroketouch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R15-68

@attribute holdtime1 numeric
@attribute holdtime2 numeric
@attribute holdtime3 numeric
@attribute holdtime4 numeric
@attribute holdtime5 numeric
@attribute holdtime6 numeric
@attribute holdtime7 numeric
@attribute holdtime8 numeric
@attribute holdtime9 numeric
@attribute holdtime10 numeric
@attribute holdtime11 numeric
@attribute holdtime12 numeric
@attribute holdtime13 numeric
@attribute holdtime14 numeric
@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute user_id {1,2,3,4,5,6,7,8,9,10,20,21,24,25,26,27,28,29,35,36,37,38,40,41,50,51,53,54,55,65,66,68,69,70,71,73,80,81,82,83,84,85}

@data
0.715517,0.72,0.491935,0.663866,0.490842,0.726852,0.6875,0.742991,0.532,0.748858,0.15,0.665138,0.706806,0.568075,0.864356,0.467601,0.394927,41
0.711207,0.773333,0.504032,0.635854,0.655678,0.708333,0.599265,0.878505,0.636,0.69863,0.164286,0.743119,0.774869,0.647887,0.924752,0.466431,0.409849,41
0.741379,0.684444,0.629032,0.613445,0.556777,0.694444,0.661765,0.757009,0.692,0.908676,0.222857,0.766055,0.806283,0.71831,0.973267,0.602493,0.578747,41
0.905172,0.688889,0.576613,0.591036,0.534799,1,0.602941,0.728972,0.632,0.913242,0.198571,0.711009,0.73822,0.647887,0.965842,0.553177,0.463614,41
0.862069,0.728889,0.649194,0.543417,0.483516,0.837963,0.584559,0.841121,0.548,0.794521,0.155714,0.743119,0.832461,0.699531,0.930693,0.644413,0.665377,41
0.801724,0.875556,0.645161,0.518207,0.586081,0.814815,0.485294,0.747664,0.664,0.853881,0.164286,0.646789,0.837696,0.57277,0.923762,0.631874,0.620613,41
0.775862,0.835556,0.673387,0.560224,0.692308,0.75,0.713235,0.724299,0.584,0.703196,0.181429,0.692661,0.717277,0.737089,0.953465,0.650262,0.599806,41
0.896552,0.684444,0.657258,0.557423,0.52381,0.62037,0.555147,0.747664,0.572,0.863014,0.214286,0.623853,0.722513,0.539906,0.892079,0.698081,0.690765,41
0.883621,0.648889,0.544355,0.521008,0.673993,0.597222,0.474265,0.635514,0.568,0.712329,0.118571,0.669725,0.884817,0.652582,0.843564,0.59711,0.534109,41
1,0.688889,0.5,0.621849,0.578755,0.652778,0.639706,0.67757,0.604,0.981735,0.194286,0.733945,0.811518,0.690141,0.957426,0.514904,0.48978,41
0.737069,0.755556,0.548387,0.54902,0.6337,0.712963,0.676471,0.714953,0.564,0.730594,0.174286,0.784404,0.827225,0.713615,0.920792,0.510879,0.483551,41
0.724138,0.768889,0.596774,0.540616,0.531136,0.824074,0.610294,0.668224,0.584,0.821918,0.175714,0.752294,0.905759,0.694836,0.924257,0.558837,0.495357,41
0.806034,0.8,0.616935,0.652661,0.652015,0.694444,0.558824,0.668224,0.436,0.744292,0.201429,0.678899,0.811518,0.446009,0.894059,0.567025,0.467633,41
0.737069,0.68,0.520161,0.557423,0.56044,0.587963,0.676471,0.686916,0.544,0.776256,0.157143,0.697248,0.842932,0.619718,0.862871,0.66294,0.612048,41
0.737069,0.813333,0.520161,0.627451,0.604396,0.643519,0.621324,0.705607,0.416,0.762557,0.21,0.807339,0.73822,0.816901,0.920297,0.619007,0.535884,41
0.659483,0.702222,0.46371,0.588235,0.567766,0.791667,0.672794,0.742991,0.584,0.86758,0.175714,0.821101,0.973822,0.690141,0.937624,0.591588,0.547347,41
0.900862,0.777778,0.516129,0.62465,0.6337,0.652778,0.525735,0.649533,0.384,0.684932,0.112857,0.715596,0.806283,0.638498,0.85198,0.622327,0.644787,41
0.318966,0.346667,0.274194,0.243697,0.43956,0.351852,0.378676,0.551402,0.224,0.333333,0.101429,0.408257,0.324607,0.309859,0.376238,0.081413,0.15432,50
0.353448,0.417778,0.278226,0.218487,0.333333,0.50463,0.272059,0.518692,0.244,0.438356,0.11,0.348624,0.465969,0.384977,0.4,0.084407,0.172139,50
0.465517,0.435556,0.282258,0.212885,0.326007,0.296296,0.386029,0.457944,0.256,0.333333,0.134286,0.357798,0.602094,0.441315,0.418317,0.08174,0.126596,50
0.448276,0.36,0.459677,0.229692,0.388278,0.347222,0.5,0.294393,0.272,0.347032,0.118571,0.490826,0.591623,0.539906,0.466337,0.08291,0.130272,50
0.318966,0.364444,0.334677,0.201681,0.289377,0.287037,0.371324,0.476636,0.26,0.347032,0.141429,0.33945,0.492147,0.450704,0.385149,0.067515,0.12426,50
0.405172,0.364444,0.399194,0.271709,0.304029,0.300926,0.272059,0.429907,0.268,0.493151,0.127143,0.330275,0.534031,0.57277,0.428218,0.080898,0.150427,50
0.413793,0.288889,0.153226,0.210084,0.267399,0.296296,0.378676,0.439252,0.296,0.474886,0.09,0.380734,0.513089,0.342723,0.357426,0.103122,0.166905,50
0.418103,0.342222,0.435484,0.280112,0.380952,0.24537,0.272059,0.38785,0.376,0.442922,0.17,0.541284,0.439791,0.535211,0.465842,0.115988,0.17136,50
0.469828,0.284444,0.379032,0.142857,0.406593,0.337963,0.397059,0.46729,0.208,0.511416,0.142857,0.334862,0.434555,0.478873,0.421287,0.073037,0.150427,50
0.413793,0.377778,0.294355,0.173669,0.3663,0.25,0.378676,0.28972,0.268,0.47032,0.122857,0.362385,0.429319,0.474178,0.382178,0.105134,0.143636,50
0.37069,0.488889,0.217742,0.187675,0.318681,0.361111,0.441176,0.476636,0.232,0.47032,0.128571,0.5,0.486911,0.460094,0.432673,0.084407,0.13996,50
0.512931,0.417778,0.237903,0.145658,0.395604,0.375,0.305147,0.490654,0.26,0.420091,0.167143,0.353211,0.314136,0.549296,0.419802,0.092267,0.170581,50
0.400862,0.351111,0.358871,0.204482,0.351648,0.282407,0.158088,0.429907,0.272,0.479452,0.115714,0.33945,0.52356,0.511737,0.387129,0.114165,0.17002,50
0.491379,0.311111,0.270161,0.187675,0.351648,0.314815,0.404412,0.411215,0.164,0.415525,0.124286,0.573394,0.439791,0.399061,0.40198,0.081225,0.125039,50
0.448276,0.368889,0.225806,0.246499,0.307692,0.291667,0.375,0.38785,0.224,0.378995,0.178571,0.412844,0.560209,0.525822,0.423267,0.087589,0.172917,50
0.387931,0.302222,0.33871,0.226891,0.32967,0.333333,0.4375,0.415888,0.316,0.593607,0.111429,0.380734,0.481675,0.530516,0.439109,0.085576,0.173696,50
0.474138,0.284444,0.278226,0.254902,0.391941,0.402778,0.257353,0.495327,0.276,0.557078,0.132857,0.541284,0.47644,0.492958,0.455941,0.092267,0.125817,50
0.413793,0.36,0.350806,0.288515,0.468864,0.25,0.389706,0.364486,0.204,0.547945,0.124286,0.463303,0.596859,0.516432,0.462871,0.067188,0.135505,50
0.461207,0.324444,0.33871,0.215686,0.234432,0.259259,0.386029,0.490654,0.288,0.447489,0.091429,0.385321,0.659686,0.525822,0.418812,0.105134,0.18572,50
0.409483,0.266667,0.274194,0.243697,0.424908,0.412037,0.448529,0.341121,0.208,0.438356,0.102857,0.504587,0.617801,0.328638,0.419307,0.096946,0.168463,50
0.49569,0.44,0.254032,0.280112,0.285714,0.296296,0.452206,0.429907,0.196,0.351598,0.115714,0.43578,0.534031,0.342723,0.410891,0.087589,0.146751,50
0.49569,0.368889,0.370968,0.170868,0.373626,0.365741,0.382353,0.369159,0.288,0.420091,0.122857,0.449541,0.612565,0.441315,0.442079,0.093437,0.162451,50
0.405172,0.297778,0.403226,0.229692,0.326007,0.324074,0.3125,0.415888,0.3,0.484018,0.128571,0.504587,0.643979,0.57277,0.455941,0.081225,0.130272,50
0.581897,0.302222,0.342742,0.246499,0.384615,0.449074,0.411765,0.574766,0.276,0.365297,0.161429,0.513761,0.481675,0.384977,0.485149,0.066019,0.105663,50
0.314655,0.324444,0.326613,0.22409,0.322344,0.282407,0.415441,0.616822,0.296,0.369863,0.142857,0.412844,0.450262,0.460094,0.420297,0.101952,0.163229,50
0.344828,0.36,0.258065,0.235294,0.417582,0.236111,0.261029,0.448598,0.372,0.324201,0.102857,0.422018,0.445026,0.488263,0.384653,0.088243,0.135505,50
0.517241,0.333333,0.282258,0.221289,0.304029,0.291667,0.397059,0.518692,0.196,0.43379,0.158571,0.417431,0.612565,0.521127,0.446535,0.097273,0.151205,50
0.448276,0.293333,0.266129,0.201681,0.260073,0.337963,0.367647,0.411215,0.312,0.383562,0.141429,0.431193,0.60733,0.399061,0.403465,0.102795,0.145193,50
0.547414,0.36,0.241935,0.201681,0.326007,0.282407,0.386029,0.509346,0.252,0.383562,0.152857,0.422018,0.481675,0.389671,0.417822,0.090582,0.160115,50
0.405172,0.431111,0.334677,0.240896,0.479853,0.347222,0.422794,0.481308,0.268,0.401826,0.124286,0.426606,0.560209,0.384977,0.458911,0.123849,0.178929,50
0.375,0.573333,0.346774,0.187675,0.296703,0.333333,0.316176,0.588785,0.34,0.538813,0.09,0.389908,0.513089,0.446009,0.444059,0.101625,0.163229,50
0.405172,0.324444,0.33871,0.246499,0.322344,0.199074,0.316176,0.401869,0.348,0.410959,0.124286,0.536697,0.471204,0.394366,0.40396,0.087589,0.131829,50
0.469828,0.368889,0.290323,0.271709,0.289377,0.240741,0.224265,0.443925,0.384,0.43379,0.127143,0.422018,0.319372,0.384977,0.387129,0.074533,0.170581,50
0.357759,0.364444,0.254032,0.201681,0.358974,0.365741,0.352941,0.341121,0.236,0.324201,0.112857,0.357798,0.424084,0.422535,0.357921,0.106304,0.183384,50
0.431034,0.288889,0.431452,0.196078,0.3663,0.384259,0.430147,0.415888,0.228,0.47032,0.087143,0.33945,0.397906,0.455399,0.40495,0.076873,0.15566,50
0.275862,0.311111,0.314516,0.193277,0.307692,0.277778,0.319853,0.308411,0.24,0.347032,0.114286,0.408257,0.513089,0.29108,0.327723,0.08291,0.140739,50
0.439655,0.355556,0.254032,0.22409,0.417582,0.407407,0.352941,0.616822,0.232,0.328767,0.1,0.40367,0.465969,0.300469,0.403465,0.089085,0.104105,50
0.288793,0.28,0.185484,0.22409,0.296703,0.328704,0.496324,0.327103,0.232,0.278539,0.088571,0.247706,0.382199,0.42723,0.312376,0.115661,0.178929,50
0.418103,0.32,0.229839,0.145658,0.311355,0.342593,0.297794,0.453271,0.32,0.360731,0.061429,0.293578,0.282723,0.441315,0.320792,0.115334,0.172139,50
0.396552,0.275556,0.254032,0.145658,0.333333,0.287037,0.238971,0.294393,0.24,0.365297,0.087143,0.293578,0.387435,0.338028,0.287129,0.102795,0.193851,50
0.310345,0.351111,0.254032,0.168067,0.300366,0.402778,0.286765,0.462617,0.224,0.360731,0.098571,0.288991,0.361257,0.42723,0.329703,0.094607,0.177372,50
0.400862,0.275556,0.25,0.170868,0.25641,0.282407,0.386029,0.378505,0.236,0.388128,0.114286,0.334862,0.623037,0.42723,0.356931,0.114165,0.163229,50
0.353448,0.28,0.294355,0.22409,0.300366,0.189815,0.286765,0.411215,0.2,0.465753,0.111429,0.362385,0.376963,0.286385,0.320792,0.11131,0.162451,50
0.487069,0.351111,0.302419,0.19888,0.362637,0.356481,0.323529,0.443925,0.236,0.424658,0.127143,0.495413,0.376963,0.380282,0.40495,0.109813,0.193072,50
0.49569,0.293333,0.254032,0.196078,0.29304,0.199074,0.363971,0.359813,0.244,0.442922,0.115714,0.376147,0.429319,0.244131,0.340099,0.103122,0.15566,50
0.353448,0.408889,0.290323,0.277311,0.234432,0.24537,0.297794,0.331776,0.232,0.43379,0.06,0.348624,0.528796,0.370892,0.338614,0.099613,0.125817,50
0.474138,0.355556,0.431452,0.196078,0.461538,0.453704,0.264706,0.378505,0.244,0.456621,0.102857,0.40367,0.382199,0.253521,0.401485,0.090582,0.165348,50
0.284483,0.28,0.254032,0.19888,0.388278,0.328704,0.327206,0.420561,0.268,0.43379,0.101429,0.37156,0.324607,0.211268,0.326238,0.103964,0.156439,50
0.357759,0.28,0.294355,0.221289,0.391941,0.291667,0.257353,0.285047,0.16,0.351598,0.112857,0.454128,0.513089,0.389671,0.343564,0.100782,0.162451,50
0.362069,0.36,0.294355,0.201681,0.326007,0.240741,0.257353,0.415888,0.268,0.356164,0.125714,0.334862,0.335079,0.361502,0.334653,0.097273,0.147529,50
0.275862,0.235556,0.266129,0.218487,0.300366,0.416667,0.330882,0.299065,0.272,0.410959,0.1,0.385321,0.481675,0.413146,0.345545,0.104291,0.167684,50
0.508621,0.382222,0.358871,0.182073,0.355311,0.347222,0.268382,0.331776,0.252,0.287671,0.138571,0.261468,0.413613,0.211268,0.34505,0.167782,0.18706,51
0.392241,0.253333,0.262097,0.170868,0.296703,0.384259,0.275735,0.275701,0.296,0.296804,0.081429,0.353211,0.366492,0.2723,0.293069,0.19754,0.224472,51
0.362069,0.324444,0.326613,0.196078,0.278388,0.263889,0.246324,0.345794,0.28,0.200913,0.065714,0.178899,0.382199,0.126761,0.247525,0.177655,0.194629,51
0.336207,0.248889,0.262097,0.170868,0.179487,0.375,0.180147,0.28972,0.268,0.155251,0.098571,0.211009,0.329843,0.206573,0.219307,0.344267,0.373559,51
0.413793,0.266667,0.314516,0.238095,0.25641,0.231481,0.327206,0.341121,0.228,0.246575,0.124286,0.316514,0.429319,0.361502,0.319802,0.335853,0.269981,51
0.318966,0.32,0.298387,0.154062,0.227106,0.384259,0.238971,0.285047,0.304,0.223744,0.101429,0.233945,0.376963,0.342723,0.275743,0.248868,0.236714,51
0.362069,0.293333,0.225806,0.123249,0.252747,0.337963,0.176471,0.336449,0.268,0.310502,0.097143,0.344037,0.298429,0.267606,0.258911,0.2622,0.290387,51
0.37069,0.244444,0.225806,0.165266,0.282051,0.273148,0.283088,0.331776,0.22,0.251142,0.104286,0.183486,0.408377,0.215962,0.250495,0.228606,0.22469,51
0.349138,0.235556,0.217742,0.145658,0.234432,0.212963,0.180147,0.299065,0.228,0.283105,0.102857,0.325688,0.455497,0.295775,0.244554,0.299303,0.341162,51
0.357759,0.324444,0.262097,0.098039,0.263736,0.175926,0.323529,0.350467,0.232,0.223744,0.084286,0.284404,0.413613,0.29108,0.255941,0.300008,0.279359,51
0.336207,0.284444,0.274194,0.162465,0.194139,0.300926,0.220588,0.35514,0.276,0.205479,0.081429,0.321101,0.356021,0.333333,0.257921,0.283582,0.39661,51
0.37931,0.288889,0.274194,0.165266,0.282051,0.328704,0.246324,0.257009,0.208,0.205479,0.101429,0.288991,0.324607,0.215962,0.251485,0.317691,0.347392,51
0.288793,0.368889,0.258065,0.190476,0.14652,0.333333,0.3125,0.378505,0.284,0.191781,0.098571,0.252294,0.376963,0.28169,0.271287,0.303655,0.273347,51
0.426724,0.248889,0.21371,0.266106,0.241758,0.296296,0.235294,0.439252,0.268,0.178082,0.088571,0.275229,0.413613,0.305164,0.288119,0.364152,0.398947,51
0.426724,0.386667,0.310484,0.154062,0.241758,0.273148,0.301471,0.313084,0.296,0.255708,0.095714,0.307339,0.219895,0.197183,0.276733,0.252842,0.256868,51
0.275862,0.208889,0.21371,0.159664,0.282051,0.263889,0.305147,0.28972,0.248,0.324201,0.115714,0.288991,0.361257,0.262911,0.257921,0.296637,0.251074,51
0.331897,0.306667,0.241935,0.243697,0.263736,0.324074,0.297794,0.350467,0.152,0.360731,0.121429,0.316514,0.418848,0.239437,0.30297,0.305856,0.23771,51
0.418103,0.257778,0.370968,0.176471,0.139194,0.277778,0.264706,0.341121,0.208,0.155251,0.107143,0.334862,0.39267,0.206573,0.259901,0.250503,0.282256,51
0.310345,0.191111,0.262097,0.187675,0.227106,0.263889,0.224265,0.303738,0.196,0.242009,0.098571,0.288991,0.371728,0.338028,0.241584,0.308988,0.369883,51
0.362069,0.288889,0.334677,0.226891,0.260073,0.287037,0.238971,0.420561,0.22,0.324201,0.09,0.183486,0.366492,0.234742,0.281683,0.259861,0.253753,51
0.318966,0.28,0.298387,0.137255,0.29304,0.226852,0.367647,0.378505,0.22,0.278539,0.102857,0.256881,0.39267,0.211268,0.273762,0.295278,0.296399,51
0.413793,0.28,0.233871,0.170868,0.263736,0.287037,0.264706,0.261682,0.196,0.255708,0.121429,0.270642,0.408377,0.286385,0.270792,0.257521,0.283035,51
0.297414,0.244444,0.241935,0.156863,0.197802,0.162037,0.261029,0.331776,0.168,0.173516,0.075714,0.252294,0.303665,0.220657,0.189604,0.266879,0.300292,51
0.353448,0.386667,0.370968,0.165266,0.3663,0.296296,0.294118,0.364486,0.204,0.3379,0.112857,0.201835,0.272251,0.239437,0.30297,0.359247,0.249048,51
0.314655,0.266667,0.112903,0.134454,0.333333,0.300926,0.279412,0.443925,0.264,0.369863,0.1,0.188073,0.387435,0.183099,0.260396,0.292939,0.333032,51
0.413793,0.302222,0.314516,0.168067,0.278388,0.310185,0.286765,0.448598,0.172,0.310502,0.05,0.197248,0.418848,0.253521,0.277723,0.394665,0.322314,51
0.439655,0.32,0.254032,0.159664,0.252747,0.324074,0.238971,0.439252,0.288,0.200913,0.088571,0.266055,0.335079,0.225352,0.276733,0.246013,0.21578,51
0.418103,0.284444,0.197581,0.215686,0.252747,0.305556,0.209559,0.275701,0.192,0.278539,0.102857,0.224771,0.356021,0.305164,0.257426,0.38703,0.581334,51
0.344828,0.297778,0.370968,0.176471,0.263736,0.333333,0.25,0.331776,0.212,0.232877,0.051429,0.243119,0.272251,0.183099,0.241584,0.256352,0.28126,51
0.37069,0.217778,0.221774,0.187675,0.18315,0.37037,0.301471,0.364486,0.204,0.292237,0.084286,0.256881,0.319372,0.211268,0.248515,0.274928,0.217338,51
0.327586,0.28,0.330645,0.190476,0.344322,0.375,0.297794,0.299065,0.276,0.159817,0.098571,0.288991,0.382199,0.253521,0.292574,0.224443,0.20899,51
0.375,0.284444,0.330645,0.193277,0.230769,0.444444,0.235294,0.38785,0.288,0.283105,0.1,0.307339,0.403141,0.352113,0.321782,0.230291,0.214223,51
0.284483,0.293333,0.395161,0.151261,0.249084,0.263889,0,0.598131,0.26,0.269406,0.085714,0.40367,0.39267,0.347418,0.285644,0.199879,0.202199,51
0.353448,0.231111,0.278226,0.154062,0.311355,0.268519,0.283088,0.35514,0.2,0.356164,0.101429,0.330275,0.335079,0.267606,0.279703,0.230291,0.206653,51
0.443966,0.195556,0.266129,0.165266,0.29304,0.236111,0.294118,0.294393,0.284,0.3379,0.085714,0.201835,0.486911,0.286385,0.281188,0.210734,0.223911,51
0.383621,0.28,0.217742,0.19888,0.300366,0.282407,0.323529,0.35514,0.316,0.30137,0.074286,0.211009,0.293194,0.215962,0.271287,0.210734,0.199084,51
0.413793,0.275556,0.258065,0.187675,0.252747,0.25463,0.231618,0.336449,0.128,0.242009,0.09,0.220183,0.424084,0.375587,0.259406,0.230618,0.191732,51
0.323276,0.235556,0.25,0.170868,0.069597,0.25,0.246324,0.214953,0.192,0.726027,0.108571,0.256881,0.329843,0.295775,0.257921,0.214758,0.243504,51
0.258621,0.208889,0.326613,0.145658,0.175824,0.157407,0.261029,0.429907,0.236,0.196347,0.072857,0.256881,0.282723,0.225352,0.205446,0.259207,0.198523,51
0.357759,0.2,0.217742,0.145658,0.208791,0.291667,0.172794,0.285047,0.196,0.196347,0.127143,0.321101,0.424084,0.300469,0.236139,0.22243,0.206653,51
0.297414,0.271111,0.149194,0.120448,0.245421,0.314815,0.231618,0.415888,0.26,0.196347,0.062857,0.266055,0.382199,0.29108,0.228218,0.232115,0.244065,51
0.241379,0.253333,0.258065,0.123249,0.282051,0.342593,0.235294,0.205607,0.232,0.159817,0.074286,0.357798,0.308901,0.169014,0.206436,0.217752,0.190953,51
0.301724,0.2,0.221774,0.145658,0.208791,0.222222,0.238971,0.257009,0.16,0.200913,0.074286,0.256881,0.34555,0.211268,0.182673,0.2338,0.191732,51
0.474138,0.253333,0.294355,0.176471,0.238095,0.287037,0.272059,0.280374,0.164,0.200913,0.078571,0.422018,0.424084,0.220657,0.268812,0.272073,0.234377,51
0.318966,0.342222,0.298387,0.170868,0.238095,0.361111,0.330882,0.28972,0.168,0.200913,0.087143,0.215596,0.340314,0.126761,0.240594,0.237636,0.234377,51
0.366379,0.284444,0.270161,0.170868,0.135531,0.199074,0.386029,0.299065,0.104,0.255708,0.061429,0.165138,0.193717,0.206573,0.191584,0.205212,0.20142,51
0.275862,0.115556,0.008065,0.095238,0.241758,0.208333,0.213235,0.285047,0.2,0.278539,0.091429,0.380734,0.403141,0.347418,0.190099,0.260376,0.260544,51
0.439655,0.231111,0.145161,0.120448,0.164835,0.240741,0.308824,0.336449,0.14,0.237443,0.075714,0.288991,0.445026,0.178404,0.213366,0.213916,0.181266,51
0.314655,0.208889,0.306452,0.277311,0.271062,0.166667,0.297794,0.214953,0.128,0.210046,0.074286,0.247706,0.376963,0.258216,0.228713,0.216582,0.221575,51
0.318966,0.266667,0.217742,0.165266,0.25641,0.240741,0.264706,0.247664,0.224,0.283105,0.051429,0.247706,0.287958,0.211268,0.208416,0.251019,0.215002,51
0.331897,0.32,0.21371,0.120448,0.223443,0.208333,0.301471,0.359813,0.24,0.246575,0.072857,0.247706,0.507853,0.295775,0.251485,0.193515,0.190953,51
0.508621,0.235556,0.366935,0.148459,0.300366,0.333333,0.158088,0.252336,0.364,0.232877,0.131429,0.362385,0.565445,0.450704,0.347525,0.199364,0.13862,53
0.659483,0.586667,0.721774,0.554622,0.534799,0.486111,0.702206,0.686916,0.344,0.739726,0.191429,0.958716,0.753927,0.751174,0.873762,0.236467,0.147747,53
0.538793,0.417778,0.53629,0.641457,0.468864,0.476852,0.669118,0.925234,0.36,0.456621,0.13,0.697248,0.921466,0.953052,0.803465,0.216582,0.103544,53
0.478448,0.693333,0.669355,0.778711,0.615385,0.416667,0.533088,0.514019,0.344,0.557078,0.18,0.811927,0.863874,0.934272,0.850495,0.203388,0.11345,53
0.435345,0.804444,0.483871,0.428571,0.571429,0.476852,0.602941,0.630841,0.356,0.648402,0.18,0.798165,0.753927,0.962441,0.79802,0.195527,0.137281,53
0.491379,0.453333,0.443548,0.436975,0.358974,0.291667,0.386029,0.406542,0.368,0.643836,0.141429,0.577982,0.507853,0.488263,0.55099,0.226782,0.126814,53
0.439655,0.36,0.322581,0.37535,0.296703,0.287037,0.455882,0.565421,0.364,0.538813,0.147143,0.724771,0.832461,0.483568,0.562376,0.213073,0.126035,53
0.452586,0.564444,0.733871,0.369748,0.501832,0.398148,0.363971,0.5,0.404,0.584475,0.128571,0.655963,0.680628,0.694836,0.660396,0.218079,0.151423,53
0.452586,0.444444,0.556452,0.512605,0.406593,0.388889,0.301471,0.560748,0.412,0.47032,0.142857,0.646789,0.659686,0.892019,0.64604,0.211249,0.117905,53
0.465517,0.511111,0.346774,0.296919,0.549451,0.25463,0.496324,0.607477,0.328,0.497717,0.172857,0.715596,0.748691,0.741784,0.630198,0.216255,0.147747,53
0.534483,0.248889,0.350806,0.327731,0.527473,0.24537,0.492647,0.61215,0.256,0.607306,0.162857,0.614679,0.691099,0.647887,0.584158,0.211903,0.102766,53
0.452586,0.4,0.455645,0.378151,0.421245,0.305556,0.345588,0.696262,0.32,0.52968,0.141429,0.633028,0.675393,0.732394,0.59604,0.194358,0.14619,53
0.418103,0.337778,0.346774,0.322129,0.380952,0.324074,0.345588,0.514019,0.236,0.52968,0.114286,0.541284,0.539267,0.474178,0.469307,0.233285,0.129711,53
0.362069,0.288889,0.330645,0.344538,0.362637,0.305556,0.316176,0.598131,0.3,0.511416,0.134286,0.472477,0.52356,0.389671,0.45495,0.246994,0.148526,53
0.405172,0.395556,0.318548,0.308123,0.336996,0.296296,0.360294,0.504673,0.256,0.570776,0.122857,0.614679,0.534031,0.399061,0.469802,0.232958,0.155317,53
0.465517,0.435556,0.33871,0.436975,0.260073,0.328704,0.470588,0.588785,0.312,0.634703,0.127143,0.848624,0.685864,0.605634,0.6,0.214243,0.120023,53
0.396552,0.351111,0.330645,0.308123,0.274725,0.300926,0.470588,0.64486,0.212,0.707763,0.128571,0.610092,0.528796,0.492958,0.507426,0.206382,0.111893,53
0.349138,0.364444,0.310484,0.29972,0.318681,0.324074,0.338235,0.443925,0.288,0.474886,0.112857,0.766055,0.528796,0.450704,0.459901,0.193188,0.120802,53
0.439655,0.24,0.25,0.266106,0.487179,0.421296,0.547794,0.53271,0.26,0.543379,0.101429,0.733945,0.518325,0.356808,0.499505,0.254012,0.151423,53
0.387931,0.297778,0.342742,0.414566,0.567766,0.24537,0.580882,0.593458,0.172,0.671233,0.115714,0.729358,0.612565,0.469484,0.568812,0.217752,0.120023,53
0.241379,0.32,0.334677,0.148459,0.3663,0.282407,0.536765,0.490654,0.268,0.799087,0.114286,0.573394,0.596859,0.723005,0.5,0.104291,0.11479,53
0.422414,0.355556,0.25,0.29972,0.340659,0.356481,0.363971,0.523364,0.332,0.525114,0.147143,0.43578,0.47644,0.342723,0.44901,0.051982,0.065915,53
0.349138,0.355556,0.290323,0.291317,0.260073,0.416667,0.294118,0.373832,0.3,0.283105,0.122857,0.536697,0.560209,0.605634,0.422277,0.06017,0.065915,53
0.353448,0.364444,0.346774,0.35014,0.52381,0.333333,0.492647,0.514019,0.196,0.598174,0.122857,0.582569,0.502618,0.591549,0.528713,0.079401,0.092081,53
0.400862,0.56,0.435484,0.42577,0.608059,0.449074,0.533088,0.668224,0.272,0.557078,0.111429,0.775229,0.460733,0.591549,0.643564,0.074722,0.104105,53
0.400862,0.524444,0.504032,1,0.608059,0.296296,0.488971,0.733645,0.272,0.675799,0.161429,0.669725,0.507853,0.478873,0.745545,0.078558,0.119027,53
0.392241,0.4,0.431452,0.389356,0.512821,0.365741,0.525735,0.658879,0.264,0.579909,0.11,0.862385,0.602094,0.544601,0.612871,0.049127,0.133948,53
0.396552,0.595556,0.399194,0.467787,0.831502,0.361111,0.588235,0.817757,0.272,0.680365,0.121429,0.633028,0.465969,0.41784,0.677723,0.062509,0.097315,53
0.323276,0.524444,0.483871,0.347339,0.571429,0.319444,0.485294,0.705607,0.3,0.648402,0.124286,0.66055,0.413613,0.511737,0.594059,0.074206,0.086069,53
0.469828,0.32,0.362903,0.380952,0.604396,0.287037,0.393382,0.406542,0.196,0.488584,0.1,0.5,0.282723,0.380282,0.45396,0.088758,0.107781,53
0.357759,0.435556,0.471774,0.40056,0.74359,0.412037,0.485294,0.621495,0.268,0.584475,0.098571,0.729358,0.60733,0.553991,0.630693,0.078231,0.093639,53
0.512931,0.533333,0.487903,0.445378,0.630037,0.287037,0.463235,0.602804,0.268,0.552511,0.145714,0.59633,0.617801,0.577465,0.637624,0.064849,0.086848,53
0.362069,0.511111,0.427419,0.420168,0.586081,0.240741,0.511029,0.836449,0.272,0.634703,0.174286,0.83945,0.471204,0.380282,0.637129,0.078558,0.056227,53
0.284483,0.471111,0.403226,0.341737,0.534799,0.319444,0.455882,0.67757,0.368,0.570776,0.177143,0.770642,0.565445,0.422535,0.59604,0.076219,0.115351,53
0.435345,0.395556,0.383065,0.392157,0.505495,0.449074,0.426471,0.457944,0.276,0.484018,0.124286,0.518349,0.513089,0.469484,0.527723,0.062182,0.103327,53
0.323276,0.591111,0.334677,0.322129,0.490842,0.328704,0.474265,0.415888,0.264,0.392694,0.112857,0.366972,0.52356,0.413146,0.468812,0.055491,0.098093,53
0.357759,0.391111,0.290323,0.32493,0.362637,0.398148,0.327206,0.462617,0.208,0.484018,0.125714,0.5,0.502618,0.57277,0.457426,0.075892,0.154881,53
0.323276,0.502222,0.431452,0.322129,0.29304,0.328704,0.386029,0.504673,0.304,0.484018,0.124286,0.610092,0.418848,0.413146,0.476733,0.056661,0.092081,53
0.331897,0.36,0.391129,0.305322,0.395604,0.453704,0.290441,0.5,0.228,0.43379,0.1,0.417431,0.549738,0.43662,0.438614,0.07154,0.09286,53
0.357759,0.395556,0.366935,0.305322,0.501832,0.319444,0.375,0.528037,0.376,0.497717,0.134286,0.559633,0.602094,0.502347,0.521287,0.08291,0.119027,53
