@relation touch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute stroke_duration numeric
@attribute start_x numeric
@attribute start_y numeric
@attribute stop_x numeric
@attribute stop_y numeric
@attribute direct_end_to_end_distance numeric
@attribute mean_resultant_length numeric
@attribute up_down_left_right numeric
@attribute direction_of_end_to_end_line numeric
@attribute largest_deviation_from_end_to_end numeric
@attribute average_direction numeric
@attribute length_of_trajectory numeric
@attribute average_velocity numeric
@attribute mid_stroke_pressure numeric
@attribute mid_stroke_area_covered numeric
@attribute touch_experience {0,1,2,3}

@data
0.052516,0.620313,0.144093,0.369383,0.171106,0.167671,0.550199,0.666667,0.994714,0.012607,0.567481,0.111491,0.107426,0.702341,0.392857,3
0.058534,0.652344,0.186268,0.350251,0.223908,0.210843,0.537944,0.666667,0.985843,0.015529,0.844813,0.140442,0.121335,0.757525,0.392857,3
0.080416,0.7,0.211447,0.349515,0.302524,0.26004,0.643486,0.666667,0.954684,0.015161,0.950655,0.174016,0.112542,0.897993,0.5,3
0.053611,0.517188,0.218371,0.228105,0.290204,0.212851,0.467396,0.666667,0.95924,0.030855,0.952759,0.14462,0.134296,0.672241,0.357143,3
0.059081,0.621875,0.112618,0.310517,0.139425,0.218876,0.547427,0.666667,0.997523,0.0098,0.418485,0.146654,0.125345,0.91806,0.392857,3
0.053611,0.617969,0.103806,0.314196,0.117131,0.212851,0.587455,0.666667,0.007108,0.015009,0.629516,0.142044,0.132064,0.978261,0.5,3
0.049234,0.667969,0.197599,0.350251,0.207481,0.222892,0.53565,0.666667,0.004772,0.025468,0.570463,0.14997,0.149102,0.737458,0.392857,3
0.074945,0.736719,0.19571,0.451059,0.209241,0.191767,0.6106,0.666667,0.002753,0.032682,0.549744,0.131802,0.092248,0.657191,0.357143,3
0.083698,0.80625,0.166754,0.467247,0.171106,0.233936,0.59702,0.666667,0.009577,0.064986,0.559234,0.168914,0.105563,0.827759,0.392857,3
0.057987,0.765625,0.179344,0.453266,0.19164,0.212851,0.58521,0.666667,0.004143,0.019036,0.36886,0.14293,0.124328,0.742475,0.464286,3
0.075492,0.775781,0.18312,0.481963,0.175213,0.198795,0.606386,0.666667,0.019923,0.025398,0.453547,0.134243,0.093237,0.657191,0.357143,3
0.079322,0.785156,0.166754,0.40323,0.184013,0.271084,0.667887,0.666667,0.000829,0.017789,0.493939,0.18165,0.118667,0.657191,0.357143,3
0.070022,0.783594,0.172419,0.434871,0.168173,0.243976,0.553012,0.666667,0.014425,0.03652,0.510611,0.16686,0.122216,0.682274,0.357143,3
0.099562,0.8375,0.226555,0.397344,0.233882,0.318273,0.71762,0.666667,0.003541,0.029477,0.496073,0.214591,0.113379,0.90301,0.428571,3
0.084245,0.830469,0.174937,0.450323,0.219801,0.269076,0.667346,0.666667,0.98498,0.005562,0.987652,0.179174,0.110994,0.862876,0.428571,3
0.099562,0.8475,0.410393,0.681666,0.419117,0.084337,0.10366,0.666667,0.990361,0.001276,0.99353,0.054288,0.03194,0.16388,0,3
0.059628,0.83625,0.405314,0.601608,0.429532,0.144578,0.098582,0.666667,0.977969,0.00721,0.971465,0.095357,0.083669,0.172077,0,3
0.059628,0.8525,0.38906,0.633396,0.391659,0.129518,0.274629,0.666667,0.001689,0.012643,0.746307,0.085678,0.07599,0.172077,0,3
0.046499,0.89125,0.382965,0.731113,0.390712,0.077309,0.276773,0.666667,0.994809,0.005581,0.747335,0.049842,0.058818,0.16388,0,3
0.049781,0.755,0.777127,0.483877,0.760919,0.178715,0.276169,0.666667,0.995051,0.012831,0.484595,0.11862,0.118883,0.184373,0,3
0.062363,0.785,0.571919,0.428543,0.555459,0.25,0.09336,0.666667,0.004904,0.020005,0.344092,0.167172,0.135351,0.196669,0,3
0.083698,0.8475,0.713127,0.439139,0.694641,0.291165,0.101379,0.666667,0,0.02074,0.325391,0.194888,0.120958,0.180274,0,3
0.109409,0.81375,0.750714,0.569821,0.712631,0.153614,0.095002,0.666667,0.017517,0.00863,0.00421,0.101307,0.051104,0.180274,0,3
0.045952,0.72875,0.576998,0.452089,0.555459,0.184739,0.102017,0.666667,0.010662,0.009102,0.326512,0.12293,0.131186,0.19257,0,3
0.089716,0.785,0.603411,0.467394,0.598066,0.216867,0.251832,0.666667,0.996554,0.022032,0.261722,0.145617,0.08617,0.188471,0,3
0.106127,0.78875,0.522141,0.46033,0.52232,0.225904,0.101715,0.666667,0.996683,0.014824,0.656459,0.150458,0.076168,0.180274,0,3
0.083151,0.87,0.546522,0.528615,0.559246,0.232932,0.27936,0.666667,0.987134,0.015722,0.49663,0.155964,0.098466,0.196669,0,3
0.038293,0.74625,0.555665,0.355549,0.603747,0.286145,0.089173,0.666667,0.969086,0.014336,0.969845,0.191475,0.229383,0.184373,0,3
0.054158,0.7575,0.526204,0.436784,0.567768,0.225904,0.255576,0.666667,0.967266,0.023903,0.721355,0.151481,0.139055,0.188471,0,3
0.06291,0.355,0.587157,0.739354,0.531789,0.333333,0.389904,1,0.477208,0.025809,0.47623,0.223839,0.177312,0.180274,0,3
0.02954,0.6475,0.54449,0.340244,0.563034,0.215863,0.102023,0.666667,0.981998,0.006723,0.988023,0.143246,0.21246,0.176175,0,3
0.039387,0.70375,0.504871,0.384982,0.541257,0.2249,0.099392,0.666667,0.971955,0.009655,0.978239,0.149663,0.178037,0.184373,0,3
0.091904,0.8175,0.497759,0.502714,0.515693,0.213855,0.096162,0.666667,0.984615,0.009062,0.645768,0.14194,0.082295,0.184373,0,3
0.092998,0.8125,0.447981,0.486231,0.490128,0.226908,0.093172,0.666667,0.97077,0.016294,0.977143,0.151067,0.086338,0.184373,0,3
0.070569,0.8125,0.547538,0.442671,0.572502,0.261044,0.272305,0.666667,0.980914,0.018931,0.727187,0.175014,0.126992,0.19257,0,3
0.084245,0.23875,0.588173,0.706389,0.531789,0.398594,0.277679,1,0.480368,0.021117,0.467937,0.26675,0.162604,0.188471,0,3
0.044858,0.255,0.622713,0.625154,0.568715,0.316265,0.100157,1,0.477962,0.010487,0.470098,0.21081,0.221767,0.184373,0,3
0.05744,0.24375,0.537379,0.586303,0.494863,0.291165,0.092692,1,0.479355,0.017148,0.46932,0.194696,0.167703,0.188471,0,3
0.038293,0.2425,0.580046,0.542742,0.537469,0.25502,0.098611,1,0.478397,0.011709,0.476058,0.170315,0.205403,0.184373,0,3
0.056346,0.28,0.554649,0.627509,0.528948,0.295181,0.099811,1,0.489447,0.01541,0.479372,0.197289,0.172598,0.176175,0,3
0.073851,0.3925,0.547538,0.651055,0.532735,0.2249,0.102216,1,0.493745,0.01568,0.48103,0.149771,0.105337,0.180274,0,3
0.10558,0.37375,0.585125,0.720517,0.530842,0.302209,0.283202,1,0.475508,0.005215,0.469167,0.201456,0.101111,0.176175,0,3
0.074398,0.3125,0.659285,0.60514,0.617002,0.251004,0.094699,1,0.481721,0.015164,0.471045,0.167676,0.116414,0.172077,0,3
0.102298,0.3375,0.640999,0.607495,0.592385,0.233936,0.094704,1,0.475334,0.007093,0.462925,0.155908,0.081506,0.180274,0,3
0.066193,0.33375,0.617634,0.623977,0.565874,0.252008,0.099149,1,0.473932,0.008705,0.467049,0.167777,0.129012,0.180274,0,3
0.094092,0.32875,0.529252,0.603963,0.490128,0.237952,0.104429,1,0.476965,0.003891,0.470182,0.158085,0.089172,0.184373,0,3
0.08698,0.50625,0.569887,0.685197,0.538416,0.163655,0.104478,1,0.477396,0.002266,0.470762,0.108127,0.067144,0.180274,0,3
0.072757,0.815,0.573951,0.433252,0.603747,0.272088,0.378474,0.666667,0.977719,0.025016,0.775828,0.183346,0.129218,0.184373,0,3
0.025711,0.7075,0.58411,0.425011,0.600906,0.191767,0.073451,0.666667,0.979147,0.014692,0.637657,0.128522,0.212222,0.180274,0,3
0.040481,0.73625,0.586141,0.296683,0.636885,0.328313,0.095918,0.666667,0.970571,0.01513,0.976837,0.21981,0.250394,0.184373,0,3
0.055799,0.8275,0.538395,0.394401,0.557353,0.314257,0.094744,0.666667,0.987365,0.024342,0.652225,0.210683,0.18525,0.196669,0,3
0.060175,0.73125,0.395886,0.366439,0.399914,0.259036,0.594268,0.666667,1,0.009517,0.742448,0.172744,0.143937,0.411371,0.25,3
0.063457,0.839063,0.377631,0.556281,0.388767,0.183735,0.466566,0.666667,0.995146,0.015915,0.541353,0.123687,0.10061,0.351171,0.214286,3
0.032823,0.738281,0.338603,0.526113,0.345353,0.128514,0.402202,0.666667,0.000821,0.005881,0.397025,0.084633,0.121935,0.295987,0.25,3
0.045405,0.853125,0.389591,0.621226,0.399253,0.139558,0.347043,0.666667,0.994473,0.018764,0.576246,0.094962,0.104734,0.33612,0.214286,3
0.132932,0.827344,0.393368,0.550598,0.363242,0.182731,0.742232,0.666667,0.028236,0.023564,0.403368,0.123617,0.051144,0.426421,0.25,3
0.070569,0.810938,0.424212,0.616619,0.437462,0.110442,0.532934,0.666667,0.985372,0.017926,0.587441,0.07485,0.058126,0.441472,0.214286,3
0.04814,0.884375,0.399662,0.659297,0.386421,0.133534,0.398539,0.666667,0.018363,0.008784,0.201101,0.088214,0.093446,0.210702,0.214286,3
0.065646,0.925,0.429878,0.704335,0.413116,0.128514,0.463578,0.666667,0.020795,0.012867,0.494674,0.085293,0.069612,0.285953,0.214286,3
0.060175,0.860156,0.384555,0.65341,0.36354,0.120482,0.522834,0.666667,0.030959,0.014971,0.161137,0.080468,0.071292,0.29097,0.214286,3
0.064551,0.8375,0.383925,0.61294,0.36002,0.13755,0.519267,0.666667,0.030728,0.021057,0.301898,0.092994,0.076359,0.33612,0.285714,3
0.050875,0.885938,0.375742,0.683579,0.371167,0.113454,0.395895,0.666667,0.012255,0.012061,0.391093,0.075548,0.077795,0.301003,0.214286,3
0.060175,0.905469,0.351192,0.696088,0.327165,0.121486,0.394548,0.666667,0.037179,0.012071,0.215185,0.081288,0.071938,0.250836,0.214286,3
0.03884,0.884375,0.370077,0.699767,0.348286,0.101406,0.385468,0.666667,0.038757,0.008769,0.214721,0.067027,0.087362,0.58194,0.642857,3
0.061816,0.9375,0.384555,0.712276,0.365887,0.13253,0.512569,0.666667,0.025857,0.01574,0.428717,0.089202,0.076369,0.30602,0.214286,3
0.05744,0.923438,0.437431,0.690937,0.430422,0.13755,0.588207,0.666667,0.008365,0.025488,0.488789,0.093814,0.085131,0.316054,0.178571,3
0.118162,0.953125,0.423583,0.662976,0.396981,0.186747,0.676219,0.666667,0.023023,0.014892,0.416316,0.125374,0.057982,0.331104,0.142857,3
0.101204,0.942188,0.419806,0.718898,0.385247,0.133534,0.630387,0.666667,0.040991,0.007511,0.130569,0.088011,0.048327,0.376254,0.214286,3
0.064004,0.727344,0.385814,0.937437,0.448023,0.207831,0.547236,1,0.542777,0.003837,0.537956,0.137868,0.110463,0.235786,0.214286,3
0.070569,0.951563,0.456945,0.707125,0.430422,0.14759,0.591865,0.666667,0.02626,0.01238,0.265776,0.098413,0.074326,0.311037,0.214286,3
0.061269,0.941406,0.428619,0.707861,0.397568,0.140562,0.521989,0.666667,0.034488,0.016109,0.1617,0.093893,0.080598,0.210702,0.178571,3
0.061269,0.8875,0.399033,0.592559,0.347011,0.199799,0.546376,0.666667,0.042814,0.012202,0.166856,0.133647,0.111424,0.230769,0.214286,3
0.137856,0.947656,0.435543,0.662976,0.390528,0.185743,0.699645,0.666667,0.037818,0.028226,0.516829,0.126559,0.050499,0.416388,0.142857,3
0.184902,0.938281,0.434284,0.681919,0.422087,0.156627,0.733921,0.666667,0.012515,0.023005,0.538833,0.10727,0.032343,0.421405,0.214286,3
0.198031,0.949219,0.435543,0.685344,0.399633,0.166667,0.695806,0.666667,0.033513,0.031551,0.450695,0.116949,0.032787,0.441472,0.25,3
0.139497,0.895313,0.433655,0.707763,0.424747,0.100402,0.47918,0.666667,0.014256,0.018304,0.455637,0.069635,0.028656,0.471572,0.214286,3
0.190372,0.953906,0.433025,0.667391,0.391994,0.186747,0.402493,0.666667,0.034552,0.022897,0.326931,0.130376,0.037866,0.386288,0.214286,3
0.047593,0.891406,0.425471,0.662976,0.402848,0.13755,0.459263,0.666667,0.026245,0.016844,0.337551,0.092117,0.098058,0.27592,0.321429,3
0.073304,0.890625,0.428619,0.657089,0.392288,0.144578,0.507079,0.666667,0.039264,0.020608,0.315594,0.097877,0.071502,0.331104,0.25,3
0.080963,0.826563,0.416658,0.551858,0.396727,0.178715,0.622567,0.666667,0.018652,0.020865,0.447375,0.120532,0.079225,0.416388,0.214286,3
0.070022,0.558594,0.393368,0.637509,0.444503,0.35743,0.593796,1,0.520557,0.011723,0.516099,0.239176,0.172269,0.295987,0.25,3
0.074398,0.634375,0.405957,0.941116,0.463277,0.283133,0.592632,1,0.529796,0.013141,0.526079,0.18878,0.130277,0.316054,0.285714,3
0.078228,0.654688,0.399662,0.625846,0.454576,0.267068,0.520068,1,0.529754,0.008263,0.531638,0.178539,0.118184,0.356187,0.25,3
0.055799,0.7,0.405328,0.625765,0.471165,0.23494,0.402588,1,0.541454,0.001996,0.535428,0.155729,0.139173,0.215719,0.214286,3
0.056346,0.696094,0.401551,0.941116,0.476184,0.238956,0.47825,1,0.546501,0.005474,0.545612,0.158883,0.140656,0.215719,0.214286,3
0.044858,0.940625,0.440579,0.747595,0.406368,0.10743,0.46218,0.666667,0.04727,0.004165,0.197026,0.070582,0.081361,0.245819,0.214286,3
0.041575,0.926563,0.455057,0.705966,0.427963,0.129518,0.380379,0.666667,0.030557,0.009039,0.214919,0.085408,0.10229,0.311037,0.178571,3
0.030088,0.919531,0.455057,0.742444,0.431009,0.092369,0.10389,0.666667,0.036481,0.001198,0.020695,0.060183,0.096921,0.115385,0.178571,3
0.041028,0.890625,0.43869,0.716691,0.428075,0.089357,0.388147,0.666667,0.017998,0.005615,0.216056,0.058151,0.074097,0.180602,0.214286,3
0.051422,0.888281,0.433655,0.741469,0.428179,0.066265,0.280859,0.666667,0.013559,0.003478,0.244732,0.042322,0.047303,0.200669,0.25,3
0.067834,0.638281,0.413511,0.83663,0.449783,0.187751,0.549892,1,0.526975,0.005109,0.521471,0.124621,0.095604,0.295987,0.25,3
0.18709,0.766406,0.558922,0.175776,0.650499,0.460843,0.758104,0.666667,0.965567,0.061056,0.810604,0.319203,0.092175,0.531773,0.357143,3
0.15372,0.9125,0.411623,0.416475,0.518425,0.37751,0.759707,0.666667,0.955773,0.005314,0.952664,0.252212,0.088352,0.311037,0.214286,3
0.119256,0.830469,0.345527,0.317875,0.575334,0.442771,0.69788,0.666667,0.916017,0.032208,0.915381,0.298602,0.132228,0.366221,0.321429,3
0.159737,0.832813,0.307128,0.300215,0.491438,0.434739,0.789815,0.666667,0.934303,0.028457,0.937023,0.292616,0.098484,0.476589,0.285714,3
0.092998,0.840625,0.40281,0.420666,0.549047,0.333333,0.586999,0.666667,0.930347,0.01951,0.933705,0.223621,0.125514,0.316054,0.25,3
0.064551,0.694531,0.381407,0.45568,0.46705,0.173695,0.479324,0.666667,0.926924,0.007143,0.927874,0.114656,0.09243,0.210702,0.25,3
0.088074,0.803125,0.423583,0.377477,0.511972,0.319277,0.659754,0.666667,0.957001,0.019432,0.953232,0.214098,0.126431,0.185619,0.25,3
0.070022,0.728906,0.405957,0.379684,0.484398,0.257028,0.594785,0.666667,0.953932,0.009837,0.957637,0.171545,0.125458,0.26087,0.214286,3
0.09081,0.732813,0.397774,0.329648,0.548933,0.327309,0.687107,0.666667,0.926588,0.017452,0.924658,0.219378,0.125905,0.27592,0.25,3
0.075492,0.732813,0.372595,0.367175,0.54776,0.311245,0.635852,0.666667,0.909528,0.011431,0.91015,0.207764,0.140924,0.30602,0.25,3
0.060722,0.753125,0.387073,0.454738,0.503172,0.22992,0.52934,0.666667,0.922084,0.016222,0.921017,0.153915,0.128119,0.301003,0.321429,3
0.077681,0.364063,0.483384,0.694746,0.478621,0.284137,0.597048,1,0.498174,0.027311,0.48923,0.191568,0.127166,0.33612,0.25,3
0.055799,0.4625,0.43869,0.664447,0.434529,0.179719,0.478553,1,0.495272,0.018312,0.491498,0.120241,0.109417,0.240803,0.285714,3
0.065646,0.758594,0.417288,0.38042,0.495545,0.28012,0.542923,0.666667,0.957187,0.011338,0.953405,0.186752,0.143822,0.280936,0.214286,3
0.045405,0.667969,0.416029,0.393665,0.496131,0.200803,0.265179,0.666667,0.939409,0.017737,0.923616,0.134024,0.14347,0.090301,0.214286,3
0.059628,0.717188,0.412252,0.464304,0.478531,0.175703,0.48599,0.666667,0.944284,0.004821,0.945403,0.116455,0.100406,0.250836,0.142857,3
0.061269,0.686719,0.410993,0.408381,0.467384,0.194779,0.525532,0.666667,0.957658,0.015,0.956521,0.13016,0.108719,0.316054,0.25,3
0.085339,0.701563,0.392109,0.325233,0.506105,0.292169,0.647147,0.666667,0.93973,0.017298,0.943592,0.195849,0.119431,0.285953,0.285714,3
0.104486,0.748438,0.427989,0.37159,0.54248,0.292169,0.708307,0.666667,0.937905,0.017317,0.93666,0.195386,0.099132,0.436455,0.321429,3
0.130197,0.696094,0.409734,0.345836,0.503758,0.26506,0.747508,0.666667,0.945396,0.009227,0.94529,0.176949,0.07341,0.431438,0.214286,3
0.065646,0.722656,0.433655,0.417211,0.516665,0.2249,0.597151,0.666667,0.94266,0.007314,0.94006,0.149211,0.116363,0.32107,0.25,3
0.055252,0.670313,0.418547,0.378948,0.521359,0.223896,0.538281,0.666667,0.928294,0.01509,0.926957,0.149012,0.134653,0.285953,0.25,3
0.114333,0.663281,0.416658,0.330384,0.507278,0.252008,0.719858,0.666667,0.944462,0.006949,0.943856,0.167372,0.078644,0.466555,0.25,3
0.109956,0.658594,0.453798,0.278141,0.554213,0.294177,0.713335,0.666667,0.945454,0.023672,0.945781,0.197794,0.095688,0.441472,0.25,3
0.073304,0.782813,0.458204,0.270783,0.535439,0.390562,0.600887,0.666667,0.968277,0.049928,0.631487,0.267111,0.184104,0.285953,0.25,0
0.049781,0.205469,0.605503,0.657825,0.625203,0.381526,0.459659,1,0.512194,0.06309,0.513043,0.264276,0.253005,0.165552,0.214286,0
0.078228,0.991406,0.494714,0.006746,0.646017,0.802209,0.617774,0.666667,0.9687,0.059273,0.968259,0.542308,0.346939,0.195652,0.25,0
0.055799,0.880469,0.557033,0.390721,0.577681,0.359438,0.549336,0.666667,0.987847,0.022452,0.697704,0.24117,0.210812,0.170569,0.214286,0
0.070022,0.878906,0.577806,0.313563,0.618414,0.425703,0.546102,0.666667,0.981648,0.028388,0.694756,0.286693,0.205158,0.175585,0.178571,0
0.077133,0.8625,0.602985,0.325213,0.65552,0.404618,0.620815,0.666667,0.975318,0.02789,0.750007,0.272562,0.179526,0.150502,0.178571,0
0.400985,0.121094,0.677894,0.337742,0.623443,0.179719,0.860984,1,0.466212,0.095833,0.496614,0.622892,0.084794,0.180602,0.178571,0
0.367068,0.128906,0.578435,0.929252,0.516563,0.675703,0.872033,1,0.486943,0.020907,0.474063,0.454447,0.067481,0.235786,0.214286,0
0.089716,0.149219,0.627535,0.630599,0.580614,0.403614,0.625383,1,0.485863,0.030625,0.48062,0.272232,0.156754,0.240803,0.321429,0
0.036652,0.923438,0.543184,0.309045,0.63459,0.472892,0.378448,0.666667,0.966849,0.036265,0.951945,0.319055,0.386793,0.205686,0.214286,0
0.066193,0.905469,0.592284,0.401759,0.65747,0.376506,0.545446,0.666667,0.968429,0.015458,0.968351,0.252051,0.190219,0.190635,0.25,0
0.051422,0.896875,0.576547,0.272254,0.696192,0.48996,0.537683,0.666667,0.957753,0.02722,0.959019,0.329486,0.304828,0.135452,0.25,0
0.105033,0.905469,0.592284,0.008974,0.842708,0.767068,0.648643,0.666667,0.944051,0.065044,0.943197,0.519872,0.255767,0.155518,0.214286,0
0.035558,0.851563,0.595432,0.476077,0.64691,0.269076,0.399647,0.666667,0.964357,0.002247,0.961289,0.179313,0.228261,0.075251,0.178571,0
0.074398,0.209375,0.738954,0.78733,0.589415,0.50502,0.62732,1,0.457981,0.027827,0.452215,0.339865,0.229522,0.135452,0.25,0
0.064004,0.269531,0.695519,0.665183,0.605255,0.343373,0.098264,1,0.465473,0.004251,0.472772,0.229267,0.178768,0.045151,0.178571,0
0.076586,0.851563,0.62187,0.329648,0.73374,0.406627,0.51484,0.666667,0.95109,0.033038,0.960277,0.274022,0.18159,0.145485,0.178571,0
0.046499,0.367188,0.710627,0.699031,0.65395,0.288153,0.468454,1,0.478316,0.021259,0.471744,0.193204,0.1983,0.100334,0.214286,0
0.055799,0.89375,0.65838,0.413532,0.700885,0.354418,0.533731,0.666667,0.974744,0.025057,0.976899,0.237767,0.207959,0.145485,0.25,0
0.031729,0.891406,0.631312,0.534207,0.659817,0.247992,0.400588,0.666667,0.974546,0.005334,0.975258,0.165026,0.230026,0.090301,0.214286,0
0.105033,0.90625,0.619352,0.24149,0.777392,0.535141,0.623693,0.666667,0.948353,0.046287,0.855253,0.36212,0.179386,0.145485,0.178571,0
0.050328,0.852344,0.639495,0.462832,0.696192,0.283133,0.481275,0.666667,0.961339,0.013748,0.961597,0.188893,0.181948,0.115385,0.178571,0
0.060175,0.892188,0.643902,0.342893,0.719073,0.418675,0.53395,0.666667,0.966251,0.030039,0.966001,0.281257,0.229365,0.145485,0.214286,0
0.071663,0.811719,0.630683,0.278141,0.743127,0.418675,0.593784,0.666667,0.951986,0.018219,0.954596,0.280554,0.196901,0.140468,0.214286,0
0.084792,0.903125,0.623758,0.157466,0.799449,0.606426,0.588549,0.666667,0.949476,0.05095,0.951501,0.410958,0.246169,0.145485,0.214286,0
0.105033,0.889063,0.666563,0.222486,0.807087,0.533133,0.581406,0.666667,0.952659,0.05209,0.962259,0.361213,0.178947,0.145485,0.25,0
0.076586,0.890625,0.635718,0.24135,0.773635,0.517068,0.541584,0.666667,0.952755,0.055171,0.957864,0.351377,0.23114,0.115385,0.214286,0
0.115427,0.888281,0.619981,0.186163,0.798276,0.573293,0.548594,0.666667,0.945778,0.05637,0.942101,0.388984,0.17646,0.160535,0.214286,0
0.143873,0.871875,0.630683,0.340686,0.7443,0.414659,0.490493,0.666667,0.951003,0.029127,0.919664,0.281687,0.104792,0.160535,0.214286,0
0.055799,0.871875,0.632571,0.423476,0.702683,0.334337,0.482669,0.666667,0.960797,0.013993,0.962623,0.223232,0.195771,0.140468,0.214286,0
0.099562,0.846094,0.640754,0.242085,0.773048,0.480924,0.680221,0.666667,0.951022,0.028956,0.946683,0.323485,0.168701,0.185619,0.214286,0
0.11105,0.252344,0.769169,0.941116,0.600562,0.603414,0.652699,1,0.460041,0.061009,0.454343,0.410145,0.192582,0.145485,0.178571,0
0.067287,0.355469,0.74273,0.78733,0.612295,0.38755,0.576244,1,0.45362,0.03348,0.456926,0.26116,0.19407,0.120401,0.25,0
0.039934,0.533594,0.383296,0.798367,0.459757,0.246988,0.39576,1,0.545314,0.008643,0.54048,0.164742,0.192664,0.130435,0.25,0
0.051969,0.5625,0.411623,0.627324,0.521631,0.355422,0.395286,1,0.548134,0.014108,0.544895,0.237701,0.22058,0.195652,0.5,0
0.062363,0.617188,0.409734,0.941116,0.487918,0.301205,0.545929,1,0.539322,0.006322,0.537869,0.200733,0.16099,0.240803,0.25,0
0.044311,0.66875,0.395256,0.941116,0.529572,0.282129,0.400656,1,0.574701,0.004831,0.571944,0.187996,0.200896,0.155518,0.285714,0
0.157549,0.9375,0.453798,0.531264,0.45741,0.284137,0.74981,0.666667,0.998062,0.032752,0.728438,0.193177,0.066598,0.150502,0.178571,0
0.126915,0.992969,0.384555,0.151579,0.474424,0.658635,0.66357,0.666667,0.979098,0.030571,0.976393,0.442763,0.183556,0.311037,0.214286,0
0.054158,0.51875,0.400292,0.0986,0.470904,0.324297,0.488141,0.666667,0.967256,0.003019,0.969164,0.216126,0.194613,0.190635,0.285714,0
0.055799,0.65625,0.368818,0.325969,0.45653,0.247992,0.116082,0.666667,0.947706,0.022965,0.902256,0.167221,0.148808,0.190635,0.285714,0
0.047593,0.796094,0.523041,0.376005,0.581201,0.310241,0.468983,0.666667,0.967917,0.020989,0.962871,0.207642,0.208375,0.175585,0.25,0
0.088621,0.892188,0.551368,0.201615,0.580028,0.53012,0.655065,0.666667,0.989342,0.05633,0.683754,0.36068,0.208336,0.235786,0.321429,0
0.071116,0.884375,0.596061,0.203087,0.626963,0.523092,0.594097,0.666667,0.987578,0.033698,0.60892,0.352035,0.24704,0.225753,0.285714,0
0.07221,0.710938,0.601097,0.161145,0.65043,0.422691,0.532939,0.666667,0.97758,0.028487,0.689636,0.284099,0.19799,0.235786,0.321429,0
0.070569,0.75625,0.611798,0,0.691498,0.599398,0.588334,0.666667,0.975627,0.035989,0.728914,0.403612,0.284162,0.210702,0.285714,0
0.147155,0.7125,0.499121,0.13907,0.612882,0.453815,0.749911,0.666667,0.958467,0.019689,0.792706,0.30704,0.111595,0.301003,0.25,0
0.154814,0.117188,0.608651,0.848403,0.511972,0.620482,0.746643,1,0.477259,0.081509,0.480716,0.426221,0.146788,0.30602,0.357143,0
0.105033,0.2875,0.541925,0.716691,0.614055,0.373494,0.578001,1,0.53313,0.042656,0.530517,0.253806,0.126942,0.27592,0.285714,0
0.079869,0.314844,0.522412,0.777028,0.496718,0.394578,0.593767,1,0.491234,0.039684,0.492494,0.267446,0.170926,0.195652,0.25,0
0.093545,0.391406,0.535631,0.857233,0.506692,0.401606,0.639503,1,0.490448,0.005521,0.48253,0.268647,0.149035,0.170569,0.25,0
0.039934,0.417969,0.516117,0.709911,0.479964,0.256024,0.392009,1,0.480236,0.011848,0.471778,0.170817,0.199329,0.220736,0.25,0
0.120897,0.252344,0.686706,0.844724,0.5636,0.514056,0.6729,1,0.466001,0.048046,0.437848,0.367722,0.160018,0.250836,0.214286,0
0.055252,0.114844,0.735806,0.641637,0.534853,0.476908,0.495661,1,0.43715,0.048906,0.429825,0.32395,0.282534,0.075251,0.178571,0
0.064551,0.149219,0.753432,0.743916,0.585895,0.521084,0.538599,1,0.453793,0.047767,0.441474,0.353474,0.269621,0.145485,0.25,0
0.056346,0.214844,0.766021,0.748331,0.648083,0.460843,0.393169,1,0.46592,0.026474,0.4761,0.309441,0.265875,0.070234,0.214286,0
0.087527,0.289063,0.608021,0.941116,0.651017,0.557229,0.670441,1,0.515149,0.040528,0.511298,0.376268,0.219544,0.205686,0.25,0
0.131291,0.1625,0.717551,0.789892,0.654994,0.529116,0.424826,1,0.486173,0.036808,0.547925,0.359403,0.144925,0.180602,0.214286,0
0.016411,0.559375,0.64642,0.649731,0.632243,0.089357,0.103596,1,0.49789,0.001433,0.486754,0.057813,0.140696,0,0.142857,0
0.145514,0.0125,0.837153,0.913523,0.638696,0.774096,0.672581,1,0.463342,0.139501,0.49062,0.545084,0.198323,0.210702,0.178571,0
0.117615,0.236719,0.698037,0.908017,0.631666,0.571285,0.691348,1,0.485681,0.060497,0.50439,0.389416,0.173622,0.215719,0.214286,0
0.092451,0.265625,0.642643,0.701974,0.572987,0.374498,0.615643,1,0.475533,0.0425,0.472915,0.254784,0.143101,0.185619,0.25,0
0.123085,0.147656,0.579694,0.849139,0.501998,0.594378,0.663906,1,0.480945,0.11701,0.501002,0.423104,0.180599,0.205686,0.25,0
0.051969,0.26875,0.535001,0.62888,0.475472,0.579317,0.519633,1,0.48469,0.076441,0.467723,0.397304,0.362476,0.29097,0.357143,0
0.028446,0.291406,0.435543,0.559961,0.444503,0.227912,0.281164,1,0.504911,0.00973,0.495877,0.151802,0.230427,0.165552,0.392857,0
0.031729,0.364063,0.569623,0.645316,0.63459,0.253012,0.270955,1,0.545061,0.011146,0.537603,0.168861,0.235032,0.180602,0.392857,0
0.036105,0.342188,0.666563,0.673277,0.740193,0.297189,0.360903,1,0.54687,0.024524,0.544589,0.199804,0.249902,0.230769,0.321429,0
